Cancer Site,Year,Tumour Type,Tumour Type 2,Tumour Type 3,Tumour Type 4,Tumour Type 5,Tumour Type 6,Tumour Type 7,Basis of Diagnosis,Stage,Stage Detail,Stage Detail 2,Stage Detail 3,Age,Age Detail,Region,Gender,Grade,Nodal Status,Deprivation,Performance Status,Incidence,Population,Incidence Rate,Incidence Rate LCI,Incidence Rate UCI,Routes Population,Screening,Screening percentage,Screening percentage LCI,Screening percentage UCI,Two Week Wait,Two Week Wait percentage,Two Week Wait percentage LCI,Two Week Wait percentage UCI,GP Referral,GP Referral percentage,GP Referral percentage LCI,GP Referral percentage UCI,Other Outpatient,Other Outpatient percentage,Other Outpatient percentage LCI,Other Outpatient percentage UCI,Inpatient Elective,Inpatient Elective percentage,Inpatient Elective percentage LCI,Inpatient Elective percentage UCI,Emergency Presentation,Emergency Presentation percentage,Emergency Presentation percentage LCI,Emergency Presentation percentage UCI,DCO,DCO percentage,DCO percentage LCI,DCO percentage UCI,Unknown Route,Unknown Route percentage,Unknown Route percentage LCI,Unknown Route percentage UCI,Route not classified,Route not classified percentage,Route not classified percentage LCI,Route not classified percentage UCI,Treatment cohort,CT count,CT percentage,CT percentage LCI,CT percentage UCI,RT count,RT percentage,RT percentage LCI,RT percentage UCI,Surgery count,Surgery percentage,Surgery percentage LCI,Surgery percentage UCI,CT only count,CT only percentage,CT only percentage LCI,CT only percentage UCI,RT only count,RT only percentage,RT only percentage LCI,RT only percentage UCI,Surgery only count,Surgery only percentage,Surgery only percentage LCI,Surgery only percentage UCI,CT and RT count,CT and RT percentage,CT and RT percentage LCI,CT and RT percentage UCI,Surgery and CT count,Surgery and CT percentage,Surgery and CT percentage LCI,Surgery and CT percentage UCI,Surgery and RT count,Surgery and RT percentage,Surgery and RT percentage LCI,Surgery and RT percentage UCI,Surgery and CT and RT count,Surgery and CT and RT percentage,Surgery and CT and RT percentage LCI,Surgery and CT and RT percentage UCI,Other care count,Other care percentage,Other care percentage LCI,Other care percentage UCI,Initial cohort size,Survival cohort size,Net survival 03m,Net survival 03m LCI,Net survival 03m UCI,Kaplan-Meier survival 03m,Kaplan-Meier survival 03m LCI,Kaplan-Meier survival 03m UCI,Net survival 06m,Net survival 06m LCI,Net survival 06m UCI,Kaplan-Meier survival 06m,Kaplan-Meier survival 06m LCI,Kaplan-Meier survival 06m UCI,Net survival 09m,Net survival 09m LCI,Net survival 09m UCI,Kaplan-Meier survival 09m,Kaplan-Meier survival 09m LCI,Kaplan-Meier survival 09m UCI,Net survival 12m,Net survival 12m LCI,Net survival 12m UCI,Kaplan-Meier survival 12m,Kaplan-Meier survival 12m LCI,Kaplan-Meier survival 12m UCI,Net survival 24m,Net survival 24m LCI,Net survival 24m UCI,Kaplan-Meier survival 24m,Kaplan-Meier survival 24m LCI,Kaplan-Meier survival 24m UCI,Net survival 36m,Net survival 36m LCI,Net survival 36m UCI,Kaplan-Meier survival 36m,Kaplan-Meier survival 36m LCI,Kaplan-Meier survival 36m UCI,Net survival 48m,Net survival 48m LCI,Net survival 48m UCI,Kaplan-Meier survival 48m,Kaplan-Meier survival 48m LCI,Kaplan-Meier survival 48m UCI,Net survival 60m,Net survival 60m LCI,Net survival 60m UCI,Kaplan-Meier survival 60m,Kaplan-Meier survival 60m LCI,Kaplan-Meier survival 60m UCI,Net survival 72m,Net survival 72m LCI,Net survival 72m UCI,Kaplan-Meier survival 72m,Kaplan-Meier survival 72m LCI,Kaplan-Meier survival 72m UCI,Net survival 84m,Net survival 84m LCI,Net survival 84m UCI,Kaplan-Meier survival 84m,Kaplan-Meier survival 84m LCI,Kaplan-Meier survival 84m UCI,Net survival 96m,Net survival 96m LCI,Net survival 96m UCI,Kaplan-Meier survival 96m,Kaplan-Meier survival 96m LCI,Kaplan-Meier survival 96m UCI
Oesophageal and stomach,2015,All,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,13239,54786327,24.165,23.755,24.58,13237,.c,.c,.c,.c,5246,39.631,38.801,40.467,2661,20.103,19.429,20.794,857,6.474,6.068,6.906,989,7.471,7.036,7.932,3111,23.502,22.788,24.232,14,0.106,0.063,0.177,341,2.576,2.32,2.86,18,0.136,0.086,0.215,13239,5448,41.151,40.316,41.992,2962,22.373,21.671,23.091,2623,19.813,19.143,20.5,2338,17.66,17.02,18.319,1262,9.532,9.044,10.044,894,6.753,6.338,7.193,1416,10.696,10.181,11.234,1445,10.915,10.395,11.457,35,0.264,0.19,0.367,249,1.881,1.663,2.127,5600,42.299,41.46,43.143,13239,13081,75.8,75.1,76.6,75.1,74.4,75.9,63.2,62.3,64,62.1,61.3,62.9,53,52.1,53.9,51.7,50.8,52.6,45.2,44.3,46.1,43.8,42.9,44.6,28.6,27.8,29.4,26.9,26.2,27.7,22.5,21.7,23.3,20.6,19.9,21.3,19.6,18.8,20.3,17.4,16.8,18.1,18,17.2,18.7,15.5,14.9,16.2,17,16.2,17.8,14.2,13.6,14.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,7722,54786327,14.095,13.782,14.413,7720,.c,.c,.c,.c,3528,45.699,44.591,46.813,1428,18.497,17.647,19.379,464,6.01,5.502,6.563,631,8.174,7.583,8.806,1468,19.016,18.156,19.906,5,0.065,0.028,0.152,187,2.422,2.102,2.79,9,0.117,0.061,0.221,7722,3496,45.273,44.166,46.386,2361,30.575,29.557,31.612,1490,19.296,18.431,20.191,1233,15.967,15.167,16.801,930,12.044,11.336,12.788,399,5.167,4.695,5.683,1201,15.553,14.762,16.378,861,11.15,10.467,11.871,29,0.376,0.262,0.539,201,2.603,2.271,2.982,2868,37.141,36.07,38.224,7722,7665,78.6,77.7,79.5,77.9,77,78.8,65.1,64,66.2,64.1,63,65.2,54.1,52.9,55.2,52.9,51.8,54,45.7,44.5,46.8,44.4,43.3,45.5,27.9,26.8,28.9,26.5,25.5,27.5,21.4,20.4,22.4,19.8,19,20.7,18.3,17.4,19.3,16.6,15.8,17.4,16.5,15.6,17.4,14.6,13.8,15.4,15.6,14.6,16.5,13.3,12.5,14.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,1598,54786327,2.917,2.776,3.063,1598,.c,.c,.c,.c,785,49.124,46.678,51.574,262,16.395,14.661,18.291,98,6.133,5.058,7.418,117,7.322,6.144,8.704,313,19.587,17.715,21.605,0,0,0,0.24,23,1.439,0.961,2.151,0,0,0,0.24,1598,683,42.741,40.336,45.181,708,44.305,41.886,46.752,178,11.139,9.689,12.776,169,10.576,9.161,12.179,269,16.834,15.079,18.747,48,3.004,2.273,3.96,393,24.593,22.544,26.764,84,5.257,4.266,6.462,9,0.563,0.297,1.067,37,2.315,1.684,3.175,589,36.859,34.527,39.253,1598,1588,77.4,75.3,79.5,76.7,74.5,78.7,63.4,61,65.9,62.4,60,64.7,52.3,49.8,54.8,51.1,48.6,53.6,43.5,41,46,42.2,39.7,44.6,25.6,23.3,27.8,24.3,22.3,26.5,20,17.9,22,18.6,16.7,20.6,17.5,15.5,19.5,16,14.3,17.9,16.2,14.2,18.2,14.4,12.8,16.2,15.5,13.5,17.5,13.4,11.7,15.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,439,54786327,0.801,0.728,0.88,439,.c,.c,.c,.c,206,46.925,42.303,51.6,80,18.223,14.893,22.105,33,7.517,5.402,10.369,38,8.656,6.371,11.658,75,17.084,13.853,20.887,0,0,0,0.867,7,1.595,0.774,3.254,0,0,0,0.867,439,169,38.497,34.063,43.129,112,25.513,21.659,29.791,86,19.59,16.148,23.56,66,15.034,11.995,18.68,59,13.44,10.564,16.949,25,5.695,3.887,8.271,45,10.251,7.749,13.441,53,12.073,9.35,15.454,3,0.683,0.233,1.99,5,1.139,0.487,2.638,183,41.686,37.165,46.35,439,435,79.1,75.1,83,78.2,74,81.8,64.5,59.9,69.2,63.2,58.5,67.6,54.6,49.8,59.5,53.1,48.3,57.7,46.3,41.5,51.2,44.6,39.9,49.2,29.9,25.4,34.5,28.3,24.1,32.6,22.3,18.1,26.6,20.7,17,24.6,18.8,14.8,22.9,17.2,13.9,20.9,17.2,13.2,21.1,15.2,12,18.7,16.8,12.9,20.8,14.7,11.6,18.2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,246,54786327,0.449,0.395,0.509,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,246,115,46.748,40.611,52.985,75,30.488,25.072,36.504,83,33.74,28.122,39.858,25,10.163,6.979,14.572,33,13.415,9.714,18.24,24,9.756,6.644,14.106,34,13.821,10.062,18.693,51,20.732,16.135,26.229,3,1.22,0.416,3.523,5,2.033,0.871,4.669,71,28.862,23.559,34.815,246,243,91.5,87.8,95.2,90.5,86.1,93.6,81.4,76.2,86.6,79.8,74.2,84.4,73.6,67.7,79.5,71.6,65.5,76.8,63.7,57.3,70.1,61.3,54.9,67.1,44.7,38,51.5,42.4,36.1,48.5,34.1,27.6,40.6,31.7,25.9,37.6,29.7,23.4,36.1,27.2,21.7,32.9,27.1,20.9,33.3,23.9,18.7,29.4,26.9,20.6,33.2,23.5,18.3,28.9,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,89,48091890,0.185,0.149,0.228,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,89,61,68.539,58.296,77.249,24,26.966,18.842,36.997,49,55.056,44.726,64.968,10,11.236,6.219,19.461,5,5.618,2.423,12.485,13,14.607,8.739,23.403,16,17.978,11.38,27.225,33,37.079,27.774,47.453,1,1.124,0.199,6.093,2,2.247,0.618,7.828,9,10.112,5.412,18.114,89,88,94.5,89.7,99.4,94.3,86.9,97.6,90.2,83.8,96.5,89.8,81.3,94.5,86.9,79.7,94.1,86.4,77.2,92,75.7,66.6,84.7,75,64.6,82.8,64.6,54.5,74.7,63.6,52.7,72.7,53.6,42.9,64.2,52.3,41.4,62.1,48.2,37.5,58.9,46.6,35.9,56.6,41.8,31.1,52.4,39.8,29.6,49.8,41.8,31.1,52.4,39.8,29.6,49.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,157,6694437,2.345,1.993,2.742,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,157,54,34.395,27.417,42.118,51,32.484,25.653,40.152,34,21.656,15.931,28.735,15,9.554,5.876,15.165,28,17.834,12.637,24.568,11,7.006,3.957,12.109,18,11.465,7.376,17.394,18,11.465,7.376,17.394,2,1.274,0.35,4.525,3,1.911,0.652,5.467,62,39.49,32.183,47.3,157,155,89.8,84.7,94.9,88.4,82.2,92.5,76.5,69.3,83.6,74.2,66.5,80.4,66,58.1,74,63.2,55.1,70.3,56.9,48.6,65.2,53.5,45.4,61,33.3,25.2,41.5,30.3,23.3,37.6,23,15.7,30.4,20,14.1,26.6,19.2,12.1,26.3,16.1,10.8,22.3,18,11.1,25,14.8,9.8,20.9,.g,.g,.g,14.2,9.3,20.2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,132,54786327,0.241,0.202,0.286,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,132,48,36.364,28.651,44.848,27,20.455,14.456,28.125,1,0.758,0.134,4.166,38,28.788,21.75,37.025,18,13.636,8.803,20.527,0,0,0,2.828,9,6.818,3.628,12.45,1,0.758,0.134,4.166,0,0,0,2.828,0,0,0,2.828,66,50,41.592,58.408,132,132,59.7,51.3,68.1,59.1,50.2,66.9,39.3,30.9,47.7,38.6,30.4,46.8,24.8,17.4,32.2,24.2,17.3,31.8,20.3,13.4,27.2,19.7,13.4,26.9,.g,.g,.g,6.1,2.8,11,.e,.e,.e,3,1,7,.e,.e,.e,1.5,0.3,4.9,.e,.e,.e,1.5,0.3,4.9,.e,.e,.e,1.5,0.3,4.9,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,51,48091890,0.106,0.079,0.139,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,51,30,58.824,45.165,71.246,13,25.49,15.546,38.868,1,1.961,0.347,10.305,22,43.137,30.501,56.735,6,11.765,5.505,23.381,0,0,0,7.005,7,13.725,6.811,25.722,1,1.961,0.347,10.305,0,0,0,7.005,0,0,0,7.005,15,29.412,18.709,42.999,51,51,66.8,54,79.6,66.7,52,77.8,49.2,35.7,62.7,49,34.8,61.8,33.5,20.8,46.3,33.3,20.9,46.2,.g,.g,.g,27.5,16.1,40,.e,.e,.e,13.7,6,24.6,.e,.e,.e,7.8,2.5,17.2,.e,.e,.e,3.9,0.7,11.9,.e,.e,.e,3.9,0.7,11.9,.e,.e,.e,3.9,0.7,11.9,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,81,6694437,1.21,0.961,1.504,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,81,18,22.222,14.545,32.415,14,17.284,10.584,26.946,0,0,0,4.528,16,19.753,12.541,29.704,12,14.815,8.683,24.133,0,0,0,4.528,2,2.469,0.68,8.563,0,0,0,4.528,0,0,0,4.528,0,0,0,4.528,51,62.963,52.084,72.668,81,81,55.2,44.4,66.1,54.3,42.9,64.4,33,22.7,43.3,32.1,22.3,42.3,.g,.g,.g,18.5,11,27.6,.g,.g,.g,14.8,8.1,23.4,.e,.e,.e,1.2,0.1,6,.e,.e,.e,0,0,0,.e,.e,.e,0,0,0,.e,.e,.e,0,0,0,.e,.e,.e,0,0,0,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,61,54786327,0.111,0.085,0.143,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,61,6,9.836,4.586,19.845,10,16.393,9.156,27.613,2,3.279,0.904,11.189,3,4.918,1.687,13.491,8,13.115,6.798,23.802,1,1.639,0.29,8.719,2,3.279,0.904,11.189,1,1.639,0.29,8.719,0,0,0,5.924,0,0,0,5.924,46,75.41,63.316,84.493,61,60,71.3,59.6,82.9,70,56.7,79.9,51.5,38.5,64.5,50,36.8,61.8,43.6,30.7,56.5,41.7,29.2,53.7,33.3,20.9,45.6,31.7,20.4,43.5,.g,.g,.g,20,11,30.9,.e,.e,.e,15,7.4,25.1,.e,.e,.e,11.7,5.1,21.1,.e,.e,.e,10,4.1,19.1,.e,.e,.e,8.3,3.1,17,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,986,54786327,1.8,1.689,1.916,986,.c,.c,.c,.c,517,52.434,49.313,55.536,158,16.024,13.867,18.445,52,5.274,4.044,6.851,69,6.998,5.567,8.763,176,17.85,15.586,20.363,0,0,0,0.388,14,1.42,0.848,2.369,0,0,0,0.388,986,476,48.276,45.17,51.396,550,55.781,52.664,58.853,87,8.824,7.209,10.758,88,8.925,7.301,10.868,185,18.763,16.449,21.319,21,2.13,1.397,3.234,328,33.266,30.395,36.267,29,2.941,2.056,4.192,6,0.609,0.279,1.321,31,3.144,2.224,4.428,298,30.223,27.438,33.162,986,983,81.2,78.7,83.7,80.6,78,82.9,67.5,64.5,70.5,66.5,63.5,69.4,54.9,51.7,58.1,53.8,50.6,56.9,45.8,42.6,49,44.6,41.5,47.7,26.7,23.8,29.6,25.5,22.8,28.2,21.2,18.5,23.9,19.9,17.4,22.4,18.8,16.2,21.4,17.2,14.9,19.7,17.7,15,20.3,15.8,13.6,18.2,16.5,13.9,19.1,14.4,12.3,16.6,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,89,54786327,0.162,0.13,0.2,89,.c,.c,.c,.c,38,42.697,32.933,53.065,25,28.09,19.809,38.183,10,11.236,6.219,19.461,7,7.865,3.862,15.355,8,8.989,4.625,16.746,0,0,0,4.138,1,1.124,0.199,6.093,0,0,0,4.138,89,40,44.944,35.032,55.274,54,60.674,50.287,70.178,19,21.348,14.115,30.953,3,3.371,1.153,9.447,19,21.348,14.115,30.953,12,13.483,7.884,22.104,31,34.831,25.747,45.171,3,3.371,1.153,9.447,1,1.124,0.199,6.093,3,3.371,1.153,9.447,17,19.101,12.282,28.477,89,89,95.4,90.6,100.2,94.4,87,97.6,89.3,82.4,96.3,87.6,78.8,93,83.3,74.9,91.8,80.9,71.1,87.7,78.3,68.9,87.6,75.3,64.9,83,67.9,57,78.8,62.9,52,72,55.9,44,67.8,50.6,39.8,60.4,43.4,31.4,55.5,38.2,28.2,48.1,41.4,29.1,53.7,34.8,25.1,44.7,40.5,27.7,53.3,32.6,23.1,42.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,158,54786327,0.288,0.245,0.337,158,.c,.c,.c,.c,96,60.759,52.977,68.031,21,13.291,8.86,19.465,11,6.962,3.932,12.035,12,7.595,4.398,12.805,16,10.127,6.33,15.816,0,0,0,2.374,2,1.266,0.348,4.497,0,0,0,2.374,158,89,56.329,48.536,63.822,106,67.089,59.432,73.934,27,17.089,12.018,23.721,6,3.797,1.752,8.036,33,20.886,15.276,27.878,8,5.063,2.588,9.672,64,40.506,33.165,48.298,10,6.329,3.474,11.258,0,0,0,2.374,9,5.696,3.025,10.47,28,17.722,12.555,24.42,158,158,94.4,90.6,98.2,93.7,88.6,96.5,84.2,78.2,90.2,82.9,76.1,87.9,74.3,67.1,81.4,72.8,65.1,79,65.4,57.7,73.2,63.9,55.9,70.9,41.3,33.2,49.3,39.9,32.2,47.4,36.1,28.2,44,34.2,26.9,41.6,34.2,26.3,42.1,31.6,24.6,39,33.8,25.8,41.9,30.4,23.4,37.6,31.5,23.3,39.6,27.8,21.1,35,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,64,48091890,0.133,0.102,0.17,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,64,47,73.438,61.517,82.704,42,65.625,53.404,76.077,20,31.25,21.231,43.392,2,3.125,0.861,10.697,6,9.375,4.368,18.983,6,9.375,4.368,18.983,31,48.438,36.634,60.418,9,14.063,7.579,24.616,0,0,0,5.662,5,7.813,3.383,17.02,5,7.813,3.383,17.02,64,64,97,92.8,101.3,96.9,88.1,99.2,92.5,86,99.1,92.2,82.2,96.7,84.8,76,93.7,84.4,72.9,91.3,78.7,68.6,88.8,78.1,65.9,86.4,53.9,41.6,66.2,53.1,40.2,64.4,47.9,35.5,60.3,46.9,34.3,58.4,.f,.f,.f,45.3,32.9,56.9,.f,.f,.f,45.3,32.9,56.9,.f,.f,.f,43.8,31.4,55.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,94,6694437,1.404,1.135,1.718,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,94,42,44.681,35.036,54.743,64,68.085,58.111,76.639,7,7.447,3.654,14.581,4,4.255,1.667,10.436,27,28.723,20.554,38.563,2,2.128,0.585,7.429,33,35.106,26.215,45.167,1,1.064,0.188,5.782,0,0,0,3.926,4,4.255,1.667,10.436,23,24.468,16.893,34.048,94,94,92.6,86.9,98.3,91.5,83.7,95.7,78.5,69.7,87.3,76.6,66.7,83.9,67.1,57,77.1,64.9,54.3,73.6,56.4,45.8,66.9,54.3,43.7,63.7,32.7,22.7,42.7,30.9,21.8,40.3,27.9,18.2,37.5,25.5,17.2,34.6,25.8,16.2,35.5,22.3,14.6,31.2,.g,.g,.g,20.2,12.8,28.8,.g,.g,.g,17,10.2,25.3,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2015,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,405,54786327,0.739,0.669,0.815,405,.c,.c,.c,.c,221,54.568,49.698,59.352,61,15.062,11.907,18.873,20,4.938,3.219,7.504,28,6.914,4.826,9.811,69,17.037,13.689,21.004,0,0,0,0.94,6,1.481,0.681,3.194,0,0,0,0.94,405,220,54.321,49.452,59.109,256,63.21,58.41,67.762,36,8.889,6.49,12.061,30,7.407,5.238,10.378,73,18.025,14.587,22.063,1,0.247,0.044,1.385,160,39.506,34.865,44.344,12,2.963,1.703,5.107,5,1.235,0.528,2.857,18,4.444,2.83,6.915,106,26.173,22.13,30.664,405,404,82.5,78.7,86.3,81.9,77.8,85.4,67.9,63.2,72.5,67.1,62.3,71.4,52.7,47.8,57.7,52,47,56.7,42.1,37.2,47,41.3,36.4,46,23.9,19.6,28.2,23.1,19.1,27.3,18.5,14.6,22.5,17.7,14.1,21.5,17,13.2,20.9,15.9,12.5,19.7,15.7,11.9,19.5,14.4,11.2,18,14.7,10.9,18.4,13.2,10.1,16.7,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
