"Year","Sex","ASR (World)","Cancer label","Country label","incmort"
2000,1,36.72700735,"Colorectum","England and Wales","Incidence"
2001,1,35.24080545,"Colorectum","England and Wales","Incidence"
2002,1,34.92483871,"Colorectum","England and Wales","Incidence"
2003,1,35.25129958,"Colorectum","England and Wales","Incidence"
2004,1,35.93420413,"Colorectum","England and Wales","Incidence"
2005,1,35.95297157,"Colorectum","England and Wales","Incidence"
2006,1,36.50617282,"Colorectum","England and Wales","Incidence"
2007,1,36.41007179,"Colorectum","England and Wales","Incidence"
2008,1,37.94809308,"Colorectum","England and Wales","Incidence"
2009,1,38.10914173,"Colorectum","England and Wales","Incidence"
2010,1,38.35816023,"Colorectum","England and Wales","Incidence"
2011,1,38.58039324,"Colorectum","England and Wales","Incidence"
2012,1,38.50504984,"Colorectum","England and Wales","Incidence"
2013,1,36.46765078,"Colorectum","England and Wales","Incidence"
2014,1,35.7300228,"Colorectum","England and Wales","Incidence"
2015,1,35.8300963,"Colorectum","England and Wales","Incidence"
2016,1,36.30208491,"Colorectum","England and Wales","Incidence"
2017,1,35.13240972,"Colorectum","England and Wales","Incidence"
1993,1,44.16166533,"Colorectum","Northern Ireland","Incidence"
1994,1,43.84777777,"Colorectum","Northern Ireland","Incidence"
1995,1,43.43421099,"Colorectum","Northern Ireland","Incidence"
1996,1,44.97239986,"Colorectum","Northern Ireland","Incidence"
1997,1,38.79030063,"Colorectum","Northern Ireland","Incidence"
1998,1,42.00876742,"Colorectum","Northern Ireland","Incidence"
1999,1,38.01592192,"Colorectum","Northern Ireland","Incidence"
2000,1,38.5204239,"Colorectum","Northern Ireland","Incidence"
2001,1,43.82434723,"Colorectum","Northern Ireland","Incidence"
2002,1,37.14094181,"Colorectum","Northern Ireland","Incidence"
2003,1,43.62674756,"Colorectum","Northern Ireland","Incidence"
2004,1,40.99418167,"Colorectum","Northern Ireland","Incidence"
2005,1,43.96046896,"Colorectum","Northern Ireland","Incidence"
2006,1,41.87584535,"Colorectum","Northern Ireland","Incidence"
2007,1,47.61279973,"Colorectum","Northern Ireland","Incidence"
2008,1,43.34448497,"Colorectum","Northern Ireland","Incidence"
2009,1,41.66257262,"Colorectum","Northern Ireland","Incidence"
2010,1,44.08807872,"Colorectum","Northern Ireland","Incidence"
2011,1,45.3409011,"Colorectum","Northern Ireland","Incidence"
2012,1,48.30803779,"Colorectum","Northern Ireland","Incidence"
2013,1,43.41603777,"Colorectum","Northern Ireland","Incidence"
1975,1,34.12059862,"Colorectum","Scotland","Incidence"
1976,1,33.61316369,"Colorectum","Scotland","Incidence"
1977,1,32.96217327,"Colorectum","Scotland","Incidence"
1978,1,35.72939866,"Colorectum","Scotland","Incidence"
1979,1,33.30730348,"Colorectum","Scotland","Incidence"
1980,1,34.1604564,"Colorectum","Scotland","Incidence"
1981,1,34.34720059,"Colorectum","Scotland","Incidence"
1982,1,33.67912273,"Colorectum","Scotland","Incidence"
1983,1,33.8765342,"Colorectum","Scotland","Incidence"
1984,1,34.8843517,"Colorectum","Scotland","Incidence"
1985,1,34.78157237,"Colorectum","Scotland","Incidence"
1986,1,35.97728627,"Colorectum","Scotland","Incidence"
1987,1,35.08265,"Colorectum","Scotland","Incidence"
1988,1,34.01816664,"Colorectum","Scotland","Incidence"
1989,1,36.64848423,"Colorectum","Scotland","Incidence"
1990,1,37.68850431,"Colorectum","Scotland","Incidence"
1991,1,39.68714988,"Colorectum","Scotland","Incidence"
1992,1,39.92458059,"Colorectum","Scotland","Incidence"
1993,1,42.06613241,"Colorectum","Scotland","Incidence"
1994,1,41.05172145,"Colorectum","Scotland","Incidence"
1995,1,41.06911403,"Colorectum","Scotland","Incidence"
1996,1,45.55495185,"Colorectum","Scotland","Incidence"
1997,1,44.14149732,"Colorectum","Scotland","Incidence"
1998,1,43.23267356,"Colorectum","Scotland","Incidence"
1999,1,42.83877786,"Colorectum","Scotland","Incidence"
2000,1,44.57480604,"Colorectum","Scotland","Incidence"
2001,1,43.32706148,"Colorectum","Scotland","Incidence"
2002,1,41.78541203,"Colorectum","Scotland","Incidence"
2003,1,43.06305045,"Colorectum","Scotland","Incidence"
2004,1,41.88248049,"Colorectum","Scotland","Incidence"
2005,1,41.03847777,"Colorectum","Scotland","Incidence"
2006,1,40.21992235,"Colorectum","Scotland","Incidence"
2007,1,41.41230427,"Colorectum","Scotland","Incidence"
2008,1,43.94336414,"Colorectum","Scotland","Incidence"
2009,1,44.17368896,"Colorectum","Scotland","Incidence"
2010,1,44.40241339,"Colorectum","Scotland","Incidence"
2011,1,44.34494166,"Colorectum","Scotland","Incidence"
2012,1,40.68979858,"Colorectum","Scotland","Incidence"
2013,1,39.93411144,"Colorectum","Scotland","Incidence"
1955,1,24.65374169,"Colorectum","England and Wales","Mortality"
1956,1,24.0209239,"Colorectum","England and Wales","Mortality"
1957,1,23.47340798,"Colorectum","England and Wales","Mortality"
1958,1,22.9941635,"Colorectum","England and Wales","Mortality"
1959,1,22.33547574,"Colorectum","England and Wales","Mortality"
1960,1,21.95174565,"Colorectum","England and Wales","Mortality"
1961,1,21.75850161,"Colorectum","England and Wales","Mortality"
1962,1,21.63236755,"Colorectum","England and Wales","Mortality"
1963,1,21.19149705,"Colorectum","England and Wales","Mortality"
1964,1,21.15378705,"Colorectum","England and Wales","Mortality"
1965,1,20.7064086,"Colorectum","England and Wales","Mortality"
1966,1,21.41288393,"Colorectum","England and Wales","Mortality"
1967,1,21.50229221,"Colorectum","England and Wales","Mortality"
1968,1,22.16309511,"Colorectum","England and Wales","Mortality"
1969,1,21.75360805,"Colorectum","England and Wales","Mortality"
1970,1,21.79554447,"Colorectum","England and Wales","Mortality"
1971,1,21.3925791,"Colorectum","England and Wales","Mortality"
1972,1,21.76537837,"Colorectum","England and Wales","Mortality"
1973,1,21.48484182,"Colorectum","England and Wales","Mortality"
1974,1,21.46795374,"Colorectum","England and Wales","Mortality"
1975,1,21.15701044,"Colorectum","England and Wales","Mortality"
1976,1,21.77580105,"Colorectum","England and Wales","Mortality"
1977,1,21.08911477,"Colorectum","England and Wales","Mortality"
1978,1,20.56065604,"Colorectum","England and Wales","Mortality"
1979,1,21.10197589,"Colorectum","England and Wales","Mortality"
1980,1,20.43660368,"Colorectum","England and Wales","Mortality"
1981,1,20.09884591,"Colorectum","England and Wales","Mortality"
1982,1,19.61745663,"Colorectum","England and Wales","Mortality"
1983,1,20.21981441,"Colorectum","England and Wales","Mortality"
1984,1,21.16615809,"Colorectum","England and Wales","Mortality"
1985,1,20.57418793,"Colorectum","England and Wales","Mortality"
1986,1,20.10935121,"Colorectum","England and Wales","Mortality"
1987,1,20.08684594,"Colorectum","England and Wales","Mortality"
1988,1,20.4160678,"Colorectum","England and Wales","Mortality"
1989,1,20.41398833,"Colorectum","England and Wales","Mortality"
1990,1,20.11003481,"Colorectum","England and Wales","Mortality"
1991,1,19.98154702,"Colorectum","England and Wales","Mortality"
1992,1,20.35653876,"Colorectum","England and Wales","Mortality"
1993,1,18.9173534,"Colorectum","England and Wales","Mortality"
1994,1,18.14151753,"Colorectum","England and Wales","Mortality"
1995,1,18.12679899,"Colorectum","England and Wales","Mortality"
1996,1,17.51424376,"Colorectum","England and Wales","Mortality"
1997,1,17.15009158,"Colorectum","England and Wales","Mortality"
1998,1,16.76588846,"Colorectum","England and Wales","Mortality"
1999,1,15.97375355,"Colorectum","England and Wales","Mortality"
2000,1,15.69936836,"Colorectum","England and Wales","Mortality"
2001,1,15.56516221,"Colorectum","England and Wales","Mortality"
2002,1,15.39886261,"Colorectum","England and Wales","Mortality"
2003,1,14.99580668,"Colorectum","England and Wales","Mortality"
2004,1,14.86412264,"Colorectum","England and Wales","Mortality"
2005,1,14.47848956,"Colorectum","England and Wales","Mortality"
2006,1,14.06126489,"Colorectum","England and Wales","Mortality"
2007,1,13.8093237,"Colorectum","England and Wales","Mortality"
2008,1,13.91160317,"Colorectum","England and Wales","Mortality"
2009,1,13.33889198,"Colorectum","England and Wales","Mortality"
2010,1,13.38556996,"Colorectum","England and Wales","Mortality"
2011,1,12.70150242,"Colorectum","England and Wales","Mortality"
2012,1,12.88964218,"Colorectum","England and Wales","Mortality"
2013,1,12.30574613,"Colorectum","England and Wales","Mortality"
2014,1,12.04138728,"Colorectum","England and Wales","Mortality"
2015,1,12.03768322,"Colorectum","England and Wales","Mortality"
2016,1,11.95987295,"Colorectum","England and Wales","Mortality"
1955,1,22.12293064,"Colorectum","Northern Ireland","Mortality"
1956,1,19.86383379,"Colorectum","Northern Ireland","Mortality"
1957,1,22.49964913,"Colorectum","Northern Ireland","Mortality"
1958,1,22.64340509,"Colorectum","Northern Ireland","Mortality"
1959,1,22.03332878,"Colorectum","Northern Ireland","Mortality"
1960,1,23.03762141,"Colorectum","Northern Ireland","Mortality"
1961,1,19.53761289,"Colorectum","Northern Ireland","Mortality"
1962,1,16.6413711,"Colorectum","Northern Ireland","Mortality"
1963,1,19.8221937,"Colorectum","Northern Ireland","Mortality"
1964,1,20.90971524,"Colorectum","Northern Ireland","Mortality"
1965,1,21.54088826,"Colorectum","Northern Ireland","Mortality"
1966,1,21.7434257,"Colorectum","Northern Ireland","Mortality"
1967,1,19.74326495,"Colorectum","Northern Ireland","Mortality"
1968,1,21.43187897,"Colorectum","Northern Ireland","Mortality"
1969,1,22.27708666,"Colorectum","Northern Ireland","Mortality"
1970,1,22.09622085,"Colorectum","Northern Ireland","Mortality"
1971,1,21.37909655,"Colorectum","Northern Ireland","Mortality"
1972,1,23.80251376,"Colorectum","Northern Ireland","Mortality"
1973,1,21.02903428,"Colorectum","Northern Ireland","Mortality"
1974,1,27.18058152,"Colorectum","Northern Ireland","Mortality"
1975,1,21.80945083,"Colorectum","Northern Ireland","Mortality"
1976,1,24.32815323,"Colorectum","Northern Ireland","Mortality"
1977,1,25.50216922,"Colorectum","Northern Ireland","Mortality"
1978,1,20.93642556,"Colorectum","Northern Ireland","Mortality"
1979,1,19.89538342,"Colorectum","Northern Ireland","Mortality"
1980,1,19.70812025,"Colorectum","Northern Ireland","Mortality"
1981,1,18.86426755,"Colorectum","Northern Ireland","Mortality"
1982,1,21.0648328,"Colorectum","Northern Ireland","Mortality"
1983,1,20.20012062,"Colorectum","Northern Ireland","Mortality"
1984,1,24.22754564,"Colorectum","Northern Ireland","Mortality"
1985,1,22.44058692,"Colorectum","Northern Ireland","Mortality"
1986,1,21.22619021,"Colorectum","Northern Ireland","Mortality"
1987,1,21.84342823,"Colorectum","Northern Ireland","Mortality"
1988,1,22.58073619,"Colorectum","Northern Ireland","Mortality"
1989,1,20.44733069,"Colorectum","Northern Ireland","Mortality"
1990,1,21.00016314,"Colorectum","Northern Ireland","Mortality"
1991,1,18.29249998,"Colorectum","Northern Ireland","Mortality"
1992,1,20.85218464,"Colorectum","Northern Ireland","Mortality"
1993,1,21.34585595,"Colorectum","Northern Ireland","Mortality"
1994,1,19.73602171,"Colorectum","Northern Ireland","Mortality"
1995,1,20.1343182,"Colorectum","Northern Ireland","Mortality"
1996,1,18.7888931,"Colorectum","Northern Ireland","Mortality"
1997,1,15.70048107,"Colorectum","Northern Ireland","Mortality"
1998,1,20.09510307,"Colorectum","Northern Ireland","Mortality"
1999,1,16.47999944,"Colorectum","Northern Ireland","Mortality"
2000,1,16.24628402,"Colorectum","Northern Ireland","Mortality"
2001,1,16.84039024,"Colorectum","Northern Ireland","Mortality"
2002,1,15.91414479,"Colorectum","Northern Ireland","Mortality"
2003,1,19.86165086,"Colorectum","Northern Ireland","Mortality"
2004,1,17.60922054,"Colorectum","Northern Ireland","Mortality"
2005,1,16.18154902,"Colorectum","Northern Ireland","Mortality"
2006,1,15.93567672,"Colorectum","Northern Ireland","Mortality"
2007,1,18.34450505,"Colorectum","Northern Ireland","Mortality"
2008,1,16.13115979,"Colorectum","Northern Ireland","Mortality"
2009,1,14.98307003,"Colorectum","Northern Ireland","Mortality"
2010,1,15.37268822,"Colorectum","Northern Ireland","Mortality"
2011,1,14.03837079,"Colorectum","Northern Ireland","Mortality"
2012,1,14.15227701,"Colorectum","Northern Ireland","Mortality"
2013,1,13.97067523,"Colorectum","Northern Ireland","Mortality"
2014,1,11.86664142,"Colorectum","Northern Ireland","Mortality"
2015,1,12.63163945,"Colorectum","Northern Ireland","Mortality"
2016,1,12.49311853,"Colorectum","Northern Ireland","Mortality"
1955,1,31.18017474,"Colorectum","Scotland","Mortality"
1956,1,28.02320541,"Colorectum","Scotland","Mortality"
1957,1,26.94096553,"Colorectum","Scotland","Mortality"
1958,1,27.82221562,"Colorectum","Scotland","Mortality"
1959,1,25.33102698,"Colorectum","Scotland","Mortality"
1960,1,25.37789896,"Colorectum","Scotland","Mortality"
1961,1,25.50971571,"Colorectum","Scotland","Mortality"
1962,1,26.34013248,"Colorectum","Scotland","Mortality"
1963,1,26.50377731,"Colorectum","Scotland","Mortality"
1964,1,26.15432046,"Colorectum","Scotland","Mortality"
1965,1,23.37813041,"Colorectum","Scotland","Mortality"
1966,1,24.50306009,"Colorectum","Scotland","Mortality"
1967,1,24.3058639,"Colorectum","Scotland","Mortality"
1968,1,25.03701565,"Colorectum","Scotland","Mortality"
1969,1,24.61453603,"Colorectum","Scotland","Mortality"
1970,1,23.93341057,"Colorectum","Scotland","Mortality"
1971,1,24.5321985,"Colorectum","Scotland","Mortality"
1972,1,23.02184002,"Colorectum","Scotland","Mortality"
1973,1,23.26583891,"Colorectum","Scotland","Mortality"
1974,1,24.64834615,"Colorectum","Scotland","Mortality"
1975,1,24.13378786,"Colorectum","Scotland","Mortality"
1976,1,25.28420975,"Colorectum","Scotland","Mortality"
1977,1,22.13302266,"Colorectum","Scotland","Mortality"
1978,1,23.5932533,"Colorectum","Scotland","Mortality"
1979,1,21.32653984,"Colorectum","Scotland","Mortality"
1980,1,21.5955766,"Colorectum","Scotland","Mortality"
1981,1,22.15007922,"Colorectum","Scotland","Mortality"
1982,1,20.31844423,"Colorectum","Scotland","Mortality"
1983,1,20.46905644,"Colorectum","Scotland","Mortality"
1984,1,20.90053471,"Colorectum","Scotland","Mortality"
1985,1,21.42389349,"Colorectum","Scotland","Mortality"
1986,1,21.28245201,"Colorectum","Scotland","Mortality"
1987,1,21.45419164,"Colorectum","Scotland","Mortality"
1988,1,20.79505986,"Colorectum","Scotland","Mortality"
1989,1,19.34121474,"Colorectum","Scotland","Mortality"
1990,1,20.71182326,"Colorectum","Scotland","Mortality"
1991,1,21.39596887,"Colorectum","Scotland","Mortality"
1992,1,21.90905162,"Colorectum","Scotland","Mortality"
1993,1,22.22834848,"Colorectum","Scotland","Mortality"
1994,1,21.89187671,"Colorectum","Scotland","Mortality"
1995,1,20.05634381,"Colorectum","Scotland","Mortality"
1996,1,20.88341919,"Colorectum","Scotland","Mortality"
1997,1,21.48971767,"Colorectum","Scotland","Mortality"
1998,1,20.33548778,"Colorectum","Scotland","Mortality"
1999,1,20.45364787,"Colorectum","Scotland","Mortality"
2000,1,19.16704297,"Colorectum","Scotland","Mortality"
2001,1,19.29569748,"Colorectum","Scotland","Mortality"
