"age_group"	"sex"	"imd"	"level"	"variable"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
All	Men	1	Current	"smoking_status"	2006	0.16	0.15	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2007	0.16	0.15	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2008	0.15	0.15	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2009	0.14	0.14	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2010	0.13	0.14	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2011	0.12	0.13	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2012	0.13	0.13	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2013	0.13	0.13	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2014	0.13	0.12	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2015	0.12	0.12	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2016	0.11	0.11	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2017	0.11	0.11	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2018	0.11	0.11	NA	-2.9421*	0	0
All	Men	1	Current	"smoking_status"	2019	0.11	0.11	NA	-2.9421*	0	0
All	Men	2	Current	"smoking_status"	2001	0.20	0.20	NA	-1.1436*	2	2
All	Men	2	Current	"smoking_status"	2002	0.20	0.20	NA	-1.1436*	2	2
All	Men	2	Current	"smoking_status"	2003	0.20	0.20	NA	-1.1436*	2	2
All	Men	2	Current	"smoking_status"	2004	0.20	0.20	NA	-1.1436*	2	2
All	Men	2	Current	"smoking_status"	2005	0.20	0.20	NA	-1.1436*	2	2
All	Men	2	Current	"smoking_status"	2006	0.20	0.19	NA	-1.1436*	2	2
All	Men	2	Current	"smoking_status"	2007	0.19	0.19	NA	-1.1436*	2	2
All	Men	2	Current	"smoking_status"	2008	0.18	0.19	NA	-1.1436*	2	2
All	Men	2	Current	"smoking_status"	2009	0.18	0.19	NA	-1.1436*	2	2
All	Men	2	Current	"smoking_status"	2010	0.18	0.18	NA	-1.1436*	2	2
All	Men	2	Current	"smoking_status"	2011	0.19	0.18	NA	-1.1436*	2	2
All	Men	2	Current	"smoking_status"	2012	0.18	0.18	Joinpoint 1	NA	2	2
All	Men	2	Current	"smoking_status"	2013	0.17	0.17	NA	-6.5796*	2	2
All	Men	2	Current	"smoking_status"	2014	0.15	0.16	NA	-6.5796*	2	2
All	Men	2	Current	"smoking_status"	2015	0.15	0.15	Joinpoint 2	NA	2	2
All	Men	2	Current	"smoking_status"	2016	0.14	0.14	NA	-1.4176	2	2
All	Men	2	Current	"smoking_status"	2017	0.14	0.14	NA	-1.4176	2	2
All	Men	2	Current	"smoking_status"	2018	0.14	0.14	NA	-1.4176	2	2
All	Men	2	Current	"smoking_status"	2019	0.14	0.14	NA	-1.4176	2	2
All	Men	3	Current	"smoking_status"	2001	0.23	0.23	NA	6.7770	1	1
All	Men	3	Current	"smoking_status"	2002	0.24	0.24	NA	6.7770	1	1
All	Men	3	Current	"smoking_status"	2003	0.26	0.26	Joinpoint 1	NA	1	1
All	Men	3	Current	"smoking_status"	2004	0.26	0.25	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2005	0.25	0.25	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2006	0.25	0.24	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2007	0.23	0.23	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2008	0.22	0.23	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2009	0.21	0.22	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2010	0.21	0.22	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2011	0.20	0.21	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2012	0.21	0.21	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2013	0.22	0.20	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2014	0.22	0.20	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2015	0.19	0.19	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2016	0.18	0.19	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2017	0.18	0.18	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2018	0.18	0.18	NA	-2.4426*	1	1
All	Men	3	Current	"smoking_status"	2019	0.18	0.17	NA	-2.4426*	1	1
All	Men	4	Current	"smoking_status"	2001	0.29	0.29	NA	1.8178*	2	2
All	Men	4	Current	"smoking_status"	2002	0.29	0.29	NA	1.8178*	2	2
All	Men	4	Current	"smoking_status"	2003	0.29	0.30	NA	1.8178*	2	2
All	Men	4	Current	"smoking_status"	2004	0.31	0.30	NA	1.8178*	2	2
All	Men	4	Current	"smoking_status"	2005	0.31	0.31	Joinpoint 1	NA	2	2
All	Men	4	Current	"smoking_status"	2006	0.30	0.30	NA	-1.8479*	2	2
All	Men	4	Current	"smoking_status"	2007	0.29	0.30	NA	-1.8479*	2	2
All	Men	4	Current	"smoking_status"	2008	0.29	0.29	NA	-1.8479*	2	2
All	Men	4	Current	"smoking_status"	2009	0.29	0.29	NA	-1.8479*	2	2
All	Men	4	Current	"smoking_status"	2010	0.29	0.28	NA	-1.8479*	2	2
All	Men	4	Current	"smoking_status"	2011	0.27	0.28	NA	-1.8479*	2	2
All	Men	4	Current	"smoking_status"	2012	0.27	0.27	NA	-1.8479*	2	2
All	Men	4	Current	"smoking_status"	2013	0.27	0.27	NA	-1.8479*	2	2
All	Men	4	Current	"smoking_status"	2014	0.26	0.26	Joinpoint 2	NA	2	2
All	Men	4	Current	"smoking_status"	2015	0.25	0.25	NA	-4.7792*	2	2
All	Men	4	Current	"smoking_status"	2016	0.24	0.24	NA	-4.7792*	2	2
All	Men	4	Current	"smoking_status"	2017	0.23	0.23	NA	-4.7792*	2	2
All	Men	4	Current	"smoking_status"	2018	0.22	0.22	NA	-4.7792*	2	2
All	Men	4	Current	"smoking_status"	2019	0.20	0.20	NA	-4.7792*	2	2
All	Men	5	Current	"smoking_status"	2001	0.36	0.37	NA	-0.0321	1	1
All	Men	5	Current	"smoking_status"	2002	0.37	0.37	NA	-0.0321	1	1
All	Men	5	Current	"smoking_status"	2003	0.37	0.37	NA	-0.0321	1	1
All	Men	5	Current	"smoking_status"	2004	0.38	0.37	NA	-0.0321	1	1
All	Men	5	Current	"smoking_status"	2005	0.37	0.37	NA	-0.0321	1	1
All	Men	5	Current	"smoking_status"	2006	0.37	0.37	NA	-0.0321	1	1
All	Men	5	Current	"smoking_status"	2007	0.36	0.37	NA	-0.0321	1	1
All	Men	5	Current	"smoking_status"	2008	0.38	0.37	NA	-0.0321	1	1
All	Men	5	Current	"smoking_status"	2009	0.37	0.37	NA	-0.0321	1	1
All	Men	5	Current	"smoking_status"	2010	0.37	0.37	NA	-0.0321	1	1
All	Men	5	Current	"smoking_status"	2011	0.36	0.37	NA	-0.0321	1	1
All	Men	5	Current	"smoking_status"	2012	0.39	0.37	Joinpoint 1	NA	1	1
All	Men	5	Current	"smoking_status"	2013	0.36	0.36	NA	-3.2321*	1	1
All	Men	5	Current	"smoking_status"	2014	0.34	0.35	NA	-3.2321*	1	1
All	Men	5	Current	"smoking_status"	2015	0.32	0.34	NA	-3.2321*	1	1
All	Men	5	Current	"smoking_status"	2016	0.32	0.32	NA	-3.2321*	1	1
All	Men	5	Current	"smoking_status"	2017	0.32	0.31	NA	-3.2321*	1	1
All	Men	5	Current	"smoking_status"	2018	0.30	0.30	NA	-3.2321*	1	1
All	Men	5	Current	"smoking_status"	2019	0.30	0.29	NA	-3.2321*	1	1
All	Women	1	Current	"smoking_status"	2001	0.16	0.16	NA	-1.9448	2	2
All	Women	1	Current	"smoking_status"	2002	0.16	0.16	NA	-1.9448	2	2
All	Women	1	Current	"smoking_status"	2003	0.16	0.16	NA	-1.9448	2	2
All	Women	1	Current	"smoking_status"	2004	0.16	0.15	Joinpoint 1	NA	2	2
All	Women	1	Current	"smoking_status"	2005	0.15	0.14	NA	-6.1084*	2	2
All	Women	1	Current	"smoking_status"	2006	0.13	0.14	NA	-6.1084*	2	2
All	Women	1	Current	"smoking_status"	2007	0.12	0.13	NA	-6.1084*	2	2
All	Women	1	Current	"smoking_status"	2008	0.12	0.12	NA	-6.1084*	2	2
All	Women	1	Current	"smoking_status"	2009	0.11	0.11	NA	-6.1084*	2	2
All	Women	1	Current	"smoking_status"	2010	0.11	0.10	NA	-6.1084*	2	2
All	Women	1	Current	"smoking_status"	2011	0.10	0.10	NA	-6.1084*	2	2
All	Women	1	Current	"smoking_status"	2012	0.09	0.09	Joinpoint 2	NA	2	2
All	Women	1	Current	"smoking_status"	2013	0.09	0.09	NA	-2.6715*	2	2
All	Women	1	Current	"smoking_status"	2014	0.09	0.09	NA	-2.6715*	2	2
All	Women	1	Current	"smoking_status"	2015	0.09	0.09	NA	-2.6715*	2	2
All	Women	1	Current	"smoking_status"	2016	0.08	0.08	NA	-2.6715*	2	2
All	Women	1	Current	"smoking_status"	2017	0.08	0.08	NA	-2.6715*	2	2
All	Women	1	Current	"smoking_status"	2018	0.08	0.08	NA	-2.6715*	2	2
All	Women	1	Current	"smoking_status"	2019	0.08	0.08	NA	-2.6715*	2	2
All	Women	2	Current	"smoking_status"	2001	0.20	0.20	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2002	0.19	0.19	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2003	0.18	0.18	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2004	0.17	0.18	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2005	0.17	0.17	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2006	0.17	0.17	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2007	0.15	0.16	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2008	0.15	0.15	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2009	0.15	0.15	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2010	0.15	0.14	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2011	0.14	0.14	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2012	0.14	0.13	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2013	0.13	0.13	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2014	0.13	0.13	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2015	0.12	0.12	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2016	0.12	0.12	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2017	0.11	0.11	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2018	0.11	0.11	NA	-3.4434*	0	0
All	Women	2	Current	"smoking_status"	2019	0.11	0.11	NA	-3.4434*	0	0
All	Women	3	Current	"smoking_status"	2001	0.23	0.23	NA	-2.2607*	2	2
All	Women	3	Current	"smoking_status"	2002	0.23	0.23	NA	-2.2607*	2	2
All	Women	3	Current	"smoking_status"	2003	0.22	0.22	NA	-2.2607*	2	2
All	Women	3	Current	"smoking_status"	2004	0.22	0.22	NA	-2.2607*	2	2
All	Women	3	Current	"smoking_status"	2005	0.20	0.21	NA	-2.2607*	2	2
All	Women	3	Current	"smoking_status"	2006	0.20	0.21	NA	-2.2607*	2	2
All	Women	3	Current	"smoking_status"	2007	0.20	0.20	NA	-2.2607*	2	2
All	Women	3	Current	"smoking_status"	2008	0.20	0.20	NA	-2.2607*	2	2
All	Women	3	Current	"smoking_status"	2009	0.20	0.19	NA	-2.2607*	2	2
All	Women	3	Current	"smoking_status"	2010	0.19	0.19	Joinpoint 1	NA	2	2
All	Women	3	Current	"smoking_status"	2011	0.17	0.18	NA	-6.8042	2	2
All	Women	3	Current	"smoking_status"	2012	0.16	0.16	NA	-6.8042	2	2
All	Women	3	Current	"smoking_status"	2013	0.16	0.15	Joinpoint 2	NA	2	2
All	Women	3	Current	"smoking_status"	2014	0.15	0.15	NA	-2.4117*	2	2
All	Women	3	Current	"smoking_status"	2015	0.14	0.15	NA	-2.4117*	2	2
All	Women	3	Current	"smoking_status"	2016	0.14	0.14	NA	-2.4117*	2	2
All	Women	3	Current	"smoking_status"	2017	0.14	0.14	NA	-2.4117*	2	2
All	Women	3	Current	"smoking_status"	2018	0.13	0.14	NA	-2.4117*	2	2
All	Women	3	Current	"smoking_status"	2019	0.13	0.13	NA	-2.4117*	2	2
All	Women	4	Current	"smoking_status"	2001	0.28	0.29	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2002	0.29	0.29	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2003	0.29	0.28	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2004	0.28	0.27	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2005	0.26	0.26	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2006	0.26	0.26	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2007	0.25	0.25	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2008	0.24	0.24	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2009	0.23	0.24	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2010	0.22	0.23	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2011	0.22	0.22	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2012	0.21	0.22	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2013	0.22	0.21	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2014	0.21	0.21	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2015	0.21	0.20	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2016	0.20	0.20	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2017	0.19	0.19	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2018	0.18	0.19	NA	-2.6947*	0	0
All	Women	4	Current	"smoking_status"	2019	0.18	0.18	NA	-2.6947*	0	0
All	Women	5	Current	"smoking_status"	2001	0.32	0.32	NA	3.3134*	3	3
All	Women	5	Current	"smoking_status"	2002	0.33	0.33	NA	3.3134*	3	3
All	Women	5	Current	"smoking_status"	2003	0.35	0.34	NA	3.3134*	3	3
All	Women	5	Current	"smoking_status"	2004	0.35	0.35	Joinpoint 1	NA	3	3
All	Women	5	Current	"smoking_status"	2005	0.34	0.34	NA	-3.7996*	3	3
All	Women	5	Current	"smoking_status"	2006	0.33	0.33	NA	-3.7996*	3	3
All	Women	5	Current	"smoking_status"	2007	0.32	0.32	NA	-3.7996*	3	3
All	Women	5	Current	"smoking_status"	2008	0.31	0.30	NA	-3.7996*	3	3
All	Women	5	Current	"smoking_status"	2009	0.29	0.29	Joinpoint 2	NA	3	3
All	Women	5	Current	"smoking_status"	2010	0.29	0.29	NA	0.2651	3	3
All	Women	5	Current	"smoking_status"	2011	0.29	0.29	NA	0.2651	3	3
All	Women	5	Current	"smoking_status"	2012	0.30	0.29	Joinpoint 3	NA	3	3
All	Women	5	Current	"smoking_status"	2013	0.28	0.29	NA	-2.3510*	3	3
All	Women	5	Current	"smoking_status"	2014	0.28	0.28	NA	-2.3510*	3	3
All	Women	5	Current	"smoking_status"	2015	0.27	0.27	NA	-2.3510*	3	3
All	Women	5	Current	"smoking_status"	2016	0.26	0.27	NA	-2.3510*	3	3
All	Women	5	Current	"smoking_status"	2017	0.26	0.26	NA	-2.3510*	3	3
All	Women	5	Current	"smoking_status"	2018	0.26	0.26	NA	-2.3510*	3	3
All	Women	5	Current	"smoking_status"	2019	0.26	0.25	NA	-2.3510*	3	3
All	Men	1	Never	"smoking_status"	2001	0.47	0.47	NA	2.3359*	3	3
All	Men	1	Never	"smoking_status"	2002	0.48	0.48	NA	2.3359*	3	3
All	Men	1	Never	"smoking_status"	2003	0.49	0.49	NA	2.3359*	3	3
All	Men	1	Never	"smoking_status"	2004	0.49	0.50	NA	2.3359*	3	3
All	Men	1	Never	"smoking_status"	2005	0.51	0.51	NA	2.3359*	3	3
All	Men	1	Never	"smoking_status"	2006	0.52	0.52	NA	2.3359*	3	3
All	Men	1	Never	"smoking_status"	2007	0.54	0.54	NA	2.3359*	3	3
All	Men	1	Never	"smoking_status"	2008	0.55	0.55	NA	2.3359*	3	3
All	Men	1	Never	"smoking_status"	2009	0.56	0.56	Joinpoint 1	NA	3	3
All	Men	1	Never	"smoking_status"	2010	0.56	0.56	NA	-0.4359	3	3
All	Men	1	Never	"smoking_status"	2011	0.56	0.56	NA	-0.4359	3	3
All	Men	1	Never	"smoking_status"	2012	0.55	0.55	NA	-0.4359	3	3
All	Men	1	Never	"smoking_status"	2013	0.55	0.55	Joinpoint 2	NA	3	3
All	Men	1	Never	"smoking_status"	2014	0.56	0.56	NA	1.5320	3	3
All	Men	1	Never	"smoking_status"	2015	0.57	0.57	NA	1.5320	3	3
All	Men	1	Never	"smoking_status"	2016	0.58	0.58	Joinpoint 3	NA	3	3
All	Men	1	Never	"smoking_status"	2017	0.57	0.58	NA	0.0164	3	3
All	Men	1	Never	"smoking_status"	2018	0.58	0.58	NA	0.0164	3	3
All	Men	1	Never	"smoking_status"	2019	0.58	0.58	NA	0.0164	3	3
All	Men	2	Never	"smoking_status"	2001	0.45	0.45	NA	1.5253*	3	3
All	Men	2	Never	"smoking_status"	2002	0.46	0.46	NA	1.5253*	3	3
All	Men	2	Never	"smoking_status"	2003	0.47	0.47	NA	1.5253*	3	3
All	Men	2	Never	"smoking_status"	2004	0.47	0.47	NA	1.5253*	3	3
All	Men	2	Never	"smoking_status"	2005	0.48	0.48	NA	1.5253*	3	3
All	Men	2	Never	"smoking_status"	2006	0.48	0.49	NA	1.5253*	3	3
All	Men	2	Never	"smoking_status"	2007	0.49	0.49	Joinpoint 1	NA	3	3
All	Men	2	Never	"smoking_status"	2008	0.49	0.49	NA	-0.8458	3	3
All	Men	2	Never	"smoking_status"	2009	0.49	0.49	NA	-0.8458	3	3
All	Men	2	Never	"smoking_status"	2010	0.48	0.48	Joinpoint 2	NA	3	3
All	Men	2	Never	"smoking_status"	2011	0.50	0.50	NA	2.8058*	3	3
All	Men	2	Never	"smoking_status"	2012	0.51	0.51	NA	2.8058*	3	3
All	Men	2	Never	"smoking_status"	2013	0.52	0.52	NA	2.8058*	3	3
All	Men	2	Never	"smoking_status"	2014	0.54	0.54	NA	2.8058*	3	3
All	Men	2	Never	"smoking_status"	2015	0.56	0.55	Joinpoint 3	NA	3	3
All	Men	2	Never	"smoking_status"	2016	0.56	0.55	NA	0.2204	3	3
All	Men	2	Never	"smoking_status"	2017	0.55	0.56	NA	0.2204	3	3
All	Men	2	Never	"smoking_status"	2018	0.55	0.56	NA	0.2204	3	3
All	Men	2	Never	"smoking_status"	2019	0.56	0.56	NA	0.2204	3	3
All	Men	3	Never	"smoking_status"	2001	0.45	0.45	NA	-1.4959	3	3
All	Men	3	Never	"smoking_status"	2002	0.44	0.44	NA	-1.4959	3	3
All	Men	3	Never	"smoking_status"	2003	0.44	0.44	NA	-1.4959	3	3
All	Men	3	Never	"smoking_status"	2004	0.43	0.43	Joinpoint 1	NA	3	3
All	Men	3	Never	"smoking_status"	2005	0.44	0.44	NA	2.0187*	3	3
All	Men	3	Never	"smoking_status"	2006	0.44	0.45	NA	2.0187*	3	3
All	Men	3	Never	"smoking_status"	2007	0.46	0.46	NA	2.0187*	3	3
All	Men	3	Never	"smoking_status"	2008	0.47	0.47	NA	2.0187*	3	3
All	Men	3	Never	"smoking_status"	2009	0.48	0.48	NA	2.0187*	3	3
All	Men	3	Never	"smoking_status"	2010	0.49	0.49	NA	2.0187*	3	3
All	Men	3	Never	"smoking_status"	2011	0.49	0.50	Joinpoint 2	NA	3	3
All	Men	3	Never	"smoking_status"	2012	0.48	0.49	NA	-1.3542	3	3
All	Men	3	Never	"smoking_status"	2013	0.48	0.48	NA	-1.3542	3	3
All	Men	3	Never	"smoking_status"	2014	0.47	0.48	Joinpoint 3	NA	3	3
All	Men	3	Never	"smoking_status"	2015	0.49	0.49	NA	2.8256*	3	3
All	Men	3	Never	"smoking_status"	2016	0.50	0.50	NA	2.8256*	3	3
All	Men	3	Never	"smoking_status"	2017	0.52	0.52	NA	2.8256*	3	3
All	Men	3	Never	"smoking_status"	2018	0.53	0.53	NA	2.8256*	3	3
All	Men	3	Never	"smoking_status"	2019	0.54	0.55	NA	2.8256*	3	3
All	Men	4	Never	"smoking_status"	2001	0.41	0.41	NA	0.6300*	1	1
All	Men	4	Never	"smoking_status"	2002	0.41	0.41	NA	0.6300*	1	1
All	Men	4	Never	"smoking_status"	2003	0.42	0.41	NA	0.6300*	1	1
All	Men	4	Never	"smoking_status"	2004	0.40	0.41	NA	0.6300*	1	1
All	Men	4	Never	"smoking_status"	2005	0.41	0.42	NA	0.6300*	1	1
All	Men	4	Never	"smoking_status"	2006	0.41	0.42	NA	0.6300*	1	1
All	Men	4	Never	"smoking_status"	2007	0.43	0.42	NA	0.6300*	1	1
All	Men	4	Never	"smoking_status"	2008	0.43	0.42	NA	0.6300*	1	1
All	Men	4	Never	"smoking_status"	2009	0.43	0.43	NA	0.6300*	1	1
All	Men	4	Never	"smoking_status"	2010	0.43	0.43	Joinpoint 1	NA	1	1
All	Men	4	Never	"smoking_status"	2011	0.43	0.44	NA	2.0308*	1	1
All	Men	4	Never	"smoking_status"	2012	0.45	0.45	NA	2.0308*	1	1
All	Men	4	Never	"smoking_status"	2013	0.46	0.46	NA	2.0308*	1	1
All	Men	4	Never	"smoking_status"	2014	0.47	0.47	NA	2.0308*	1	1
All	Men	4	Never	"smoking_status"	2015	0.48	0.48	NA	2.0308*	1	1
All	Men	4	Never	"smoking_status"	2016	0.48	0.49	NA	2.0308*	1	1
All	Men	4	Never	"smoking_status"	2017	0.49	0.50	NA	2.0308*	1	1
All	Men	4	Never	"smoking_status"	2018	0.50	0.51	NA	2.0308*	1	1
All	Men	4	Never	"smoking_status"	2019	0.52	0.52	NA	2.0308*	1	1
All	Men	5	Never	"smoking_status"	2001	0.35	0.35	NA	3.4297*	2	2
All	Men	5	Never	"smoking_status"	2002	0.36	0.36	NA	3.4297*	2	2
All	Men	5	Never	"smoking_status"	2003	0.38	0.38	NA	3.4297*	2	2
All	Men	5	Never	"smoking_status"	2004	0.39	0.39	NA	3.4297*	2	2
All	Men	5	Never	"smoking_status"	2005	0.40	0.40	Joinpoint 1	NA	2	2
All	Men	5	Never	"smoking_status"	2006	0.40	0.40	NA	-0.7215	2	2
All	Men	5	Never	"smoking_status"	2007	0.40	0.40	NA	-0.7215	2	2
All	Men	5	Never	"smoking_status"	2008	0.39	0.39	NA	-0.7215	2	2
All	Men	5	Never	"smoking_status"	2009	0.39	0.39	Joinpoint 2	NA	2	2
All	Men	5	Never	"smoking_status"	2010	0.39	0.39	NA	1.2292*	2	2
All	Men	5	Never	"smoking_status"	2011	0.41	0.40	NA	1.2292*	2	2
All	Men	5	Never	"smoking_status"	2012	0.39	0.40	NA	1.2292*	2	2
All	Men	5	Never	"smoking_status"	2013	0.41	0.41	NA	1.2292*	2	2
All	Men	5	Never	"smoking_status"	2014	0.42	0.41	NA	1.2292*	2	2
All	Men	5	Never	"smoking_status"	2015	0.43	0.42	NA	1.2292*	2	2
All	Men	5	Never	"smoking_status"	2016	0.43	0.43	NA	1.2292*	2	2
All	Men	5	Never	"smoking_status"	2017	0.42	0.43	NA	1.2292*	2	2
All	Men	5	Never	"smoking_status"	2018	0.44	0.44	NA	1.2292*	2	2
All	Men	5	Never	"smoking_status"	2019	0.44	0.44	NA	1.2292*	2	2
All	Women	1	Never	"smoking_status"	2001	0.60	0.60	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2002	0.60	0.60	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2003	0.62	0.61	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2004	0.62	0.61	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2005	0.62	0.62	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2006	0.62	0.62	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2007	0.63	0.63	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2008	0.63	0.63	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2009	0.64	0.64	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2010	0.64	0.65	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2011	0.65	0.65	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2012	0.66	0.66	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2013	0.67	0.66	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2014	0.66	0.67	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2015	0.67	0.67	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2016	0.67	0.68	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2017	0.69	0.68	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2018	0.69	0.69	NA	0.8222*	0	0
All	Women	1	Never	"smoking_status"	2019	0.69	0.69	NA	0.8222*	0	0
All	Women	2	Never	"smoking_status"	2001	0.54	0.54	NA	2.4925*	1	1
All	Women	2	Never	"smoking_status"	2002	0.56	0.56	NA	2.4925*	1	1
All	Women	2	Never	"smoking_status"	2003	0.57	0.57	NA	2.4925*	1	1
All	Women	2	Never	"smoking_status"	2004	0.59	0.59	Joinpoint 1	NA	1	1
All	Women	2	Never	"smoking_status"	2005	0.58	0.59	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2006	0.59	0.59	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2007	0.60	0.60	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2008	0.60	0.60	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2009	0.61	0.60	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2010	0.61	0.61	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2011	0.62	0.61	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2012	0.61	0.62	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2013	0.62	0.62	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2014	0.62	0.62	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2015	0.63	0.63	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2016	0.63	0.63	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2017	0.64	0.64	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2018	0.64	0.64	NA	0.6444*	1	1
All	Women	2	Never	"smoking_status"	2019	0.65	0.64	NA	0.6444*	1	1
All	Women	3	Never	"smoking_status"	2001	0.54	0.54	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2002	0.54	0.54	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2003	0.55	0.55	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2004	0.55	0.55	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2005	0.56	0.56	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2006	0.58	0.56	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2007	0.58	0.56	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2008	0.56	0.57	NA	0.7375*	0	0
