"","year","age_group","variable","sex","cancer_site","PAF","count","attributable","rate_type","incidence_rate"
"1095",2019,"50+","BMI","Women","Endometrium",0.374029452379864,7565,2830,"Rate",68.5
"1096",2005,"50+","BMI","Women","Endometrium",0.33087011565755,5182,1715,"attributable_rate",18.8595965924803
"1097",2006,"50+","BMI","Women","Endometrium",0.336218282691838,5419,1822,"attributable_rate",19.9041223353568
"1098",2007,"50+","BMI","Women","Endometrium",0.344994895843116,5649,1949,"attributable_rate",21.1136876255987
"1099",2008,"50+","BMI","Women","Endometrium",0.351652150640981,5791,2037,"attributable_rate",21.8375985548049
"1100",2009,"50+","BMI","Women","Endometrium",0.356274517544668,5898,2102,"attributable_rate",22.2671573465418
"1101",2010,"50+","BMI","Women","Endometrium",0.359956846977706,6258,2253,"attributable_rate",23.5771734770397
"1102",2011,"50+","BMI","Women","Endometrium",0.359383173486058,6480,2329,"attributable_rate",24.0067959888687
"1103",2012,"50+","BMI","Women","Endometrium",0.359760328459869,6625,2384,"attributable_rate",24.1758940725032
"1104",2013,"50+","BMI","Women","Endometrium",0.359424801650146,6854,2464,"attributable_rate",24.58465643287
"1105",2014,"50+","BMI","Women","Endometrium",0.363749769944454,7087,2578,"attributable_rate",25.2442340341451
"1106",2015,"50+","BMI","Women","Endometrium",0.36761677037318,6897,2536,"attributable_rate",24.4465152298165
"1107",2016,"50+","BMI","Women","Endometrium",0.371223203363588,7339,2725,"attributable_rate",25.8000126337694
"1108",2017,"50+","BMI","Women","Endometrium",0.373345317100151,7261,2711,"attributable_rate",25.2754779676802
"1109",2018,"50+","BMI","Women","Endometrium",0.370555829613181,7633,2829,"attributable_rate",26.0130192388453
"1110",2019,"50+","BMI","Women","Endometrium",0.374029452379864,7565,2830,"attributable_rate",25.6210174880207
"1111",2005,"50+","BMI","Women","Endometrium",0.33087011565755,5182,1715,"non_attributable_rate",38.1404034075197
"1112",2006,"50+","BMI","Women","Endometrium",0.336218282691838,5419,1822,"non_attributable_rate",39.2958776646432
"1113",2007,"50+","BMI","Women","Endometrium",0.344994895843116,5649,1949,"non_attributable_rate",40.0863123744013
"1114",2008,"50+","BMI","Women","Endometrium",0.351652150640981,5791,2037,"non_attributable_rate",40.2624014451951
"1115",2009,"50+","BMI","Women","Endometrium",0.356274517544668,5898,2102,"non_attributable_rate",40.2328426534582
"1116",2010,"50+","BMI","Women","Endometrium",0.359956846977706,6258,2253,"non_attributable_rate",41.9228265229603
"1117",2011,"50+","BMI","Women","Endometrium",0.359383173486058,6480,2329,"non_attributable_rate",42.7932040111313
"1118",2012,"50+","BMI","Women","Endometrium",0.359760328459869,6625,2384,"non_attributable_rate",43.0241059274968
"1119",2013,"50+","BMI","Women","Endometrium",0.359424801650146,6854,2464,"non_attributable_rate",43.81534356713
"1120",2014,"50+","BMI","Women","Endometrium",0.363749769944454,7087,2578,"non_attributable_rate",44.1557659658549
"1121",2015,"50+","BMI","Women","Endometrium",0.36761677037318,6897,2536,"non_attributable_rate",42.0534847701835
"1122",2016,"50+","BMI","Women","Endometrium",0.371223203363588,7339,2725,"non_attributable_rate",43.6999873662306
"1123",2017,"50+","BMI","Women","Endometrium",0.373345317100151,7261,2711,"non_attributable_rate",42.4245220323198
"1124",2018,"50+","BMI","Women","Endometrium",0.370555829613181,7633,2829,"non_attributable_rate",44.1869807611547
"1125",2019,"50+","BMI","Women","Endometrium",0.374029452379864,7565,2830,"non_attributable_rate",42.8789825119793
"1126",2005,"50+","BMI","Women","Gallbladder",0.208422861809722,641,134,"Rate",7
"1127",2006,"50+","BMI","Women","Gallbladder",0.211847983036265,716,152,"Rate",7.8
"1128",2007,"50+","BMI","Women","Gallbladder",0.217597420809517,716,156,"Rate",7.8
"1129",2008,"50+","BMI","Women","Gallbladder",0.222052717300431,739,165,"Rate",7.9
"1130",2009,"50+","BMI","Women","Gallbladder",0.225458997244959,785,177,"Rate",8.3
"1131",2010,"50+","BMI","Women","Gallbladder",0.228140086759295,881,201,"Rate",9.2
"1132",2011,"50+","BMI","Women","Gallbladder",0.227699201690019,854,195,"Rate",8.8
"1133",2012,"50+","BMI","Women","Gallbladder",0.227793084661717,924,211,"Rate",9.3
"1134",2013,"50+","BMI","Women","Gallbladder",0.227637789665991,982,224,"Rate",9.8
"1135",2014,"50+","BMI","Women","Gallbladder",0.23062337851404,985,228,"Rate",9.6
"1136",2015,"50+","BMI","Women","Gallbladder",0.233220697412574,995,233,"Rate",9.6
"1137",2016,"50+","BMI","Women","Gallbladder",0.235445464692298,1062,251,"Rate",10.1
"1138",2017,"50+","BMI","Women","Gallbladder",0.236911796018031,1051,249,"Rate",9.8
"1139",2018,"50+","BMI","Women","Gallbladder",0.235092091967082,1245,293,"Rate",11.4
"1140",2019,"50+","BMI","Women","Gallbladder",0.237663861269693,1221,291,"Rate",11
"1141",2005,"50+","BMI","Women","Gallbladder",0.208422861809722,641,134,"attributable_rate",1.45896003266805
"1142",2006,"50+","BMI","Women","Gallbladder",0.211847983036265,716,152,"attributable_rate",1.65241426768286
"1143",2007,"50+","BMI","Women","Gallbladder",0.217597420809517,716,156,"attributable_rate",1.69725988231423
"1144",2008,"50+","BMI","Women","Gallbladder",0.222052717300431,739,165,"attributable_rate",1.7542164666734
"1145",2009,"50+","BMI","Women","Gallbladder",0.225458997244959,785,177,"attributable_rate",1.87130967713316
"1146",2010,"50+","BMI","Women","Gallbladder",0.228140086759295,881,201,"attributable_rate",2.09888879818552
"1147",2011,"50+","BMI","Women","Gallbladder",0.227699201690019,854,195,"attributable_rate",2.00375297487217
"1148",2012,"50+","BMI","Women","Gallbladder",0.227793084661717,924,211,"attributable_rate",2.11847568735396
"1149",2013,"50+","BMI","Women","Gallbladder",0.227637789665991,982,224,"attributable_rate",2.23085033872671
"1150",2014,"50+","BMI","Women","Gallbladder",0.23062337851404,985,228,"attributable_rate",2.21398443373478
"1151",2015,"50+","BMI","Women","Gallbladder",0.233220697412574,995,233,"attributable_rate",2.23891869516071
"1152",2016,"50+","BMI","Women","Gallbladder",0.235445464692298,1062,251,"attributable_rate",2.37799919339221
"1153",2017,"50+","BMI","Women","Gallbladder",0.236911796018031,1051,249,"attributable_rate",2.3217356009767
"1154",2018,"50+","BMI","Women","Gallbladder",0.235092091967082,1245,293,"attributable_rate",2.68004984842473
"1155",2019,"50+","BMI","Women","Gallbladder",0.237663861269693,1221,291,"attributable_rate",2.61430247396662
"1156",2005,"50+","BMI","Women","Gallbladder",0.208422861809722,641,134,"non_attributable_rate",5.54103996733195
"1157",2006,"50+","BMI","Women","Gallbladder",0.211847983036265,716,152,"non_attributable_rate",6.14758573231714
"1158",2007,"50+","BMI","Women","Gallbladder",0.217597420809517,716,156,"non_attributable_rate",6.10274011768577
"1159",2008,"50+","BMI","Women","Gallbladder",0.222052717300431,739,165,"non_attributable_rate",6.1457835333266
"1160",2009,"50+","BMI","Women","Gallbladder",0.225458997244959,785,177,"non_attributable_rate",6.42869032286684
"1161",2010,"50+","BMI","Women","Gallbladder",0.228140086759295,881,201,"non_attributable_rate",7.10111120181448
"1162",2011,"50+","BMI","Women","Gallbladder",0.227699201690019,854,195,"non_attributable_rate",6.79624702512783
"1163",2012,"50+","BMI","Women","Gallbladder",0.227793084661717,924,211,"non_attributable_rate",7.18152431264604
"1164",2013,"50+","BMI","Women","Gallbladder",0.227637789665991,982,224,"non_attributable_rate",7.56914966127329
"1165",2014,"50+","BMI","Women","Gallbladder",0.23062337851404,985,228,"non_attributable_rate",7.38601556626522
"1166",2015,"50+","BMI","Women","Gallbladder",0.233220697412574,995,233,"non_attributable_rate",7.36108130483929
"1167",2016,"50+","BMI","Women","Gallbladder",0.235445464692298,1062,251,"non_attributable_rate",7.72200080660779
"1168",2017,"50+","BMI","Women","Gallbladder",0.236911796018031,1051,249,"non_attributable_rate",7.4782643990233
"1169",2018,"50+","BMI","Women","Gallbladder",0.235092091967082,1245,293,"non_attributable_rate",8.71995015157527
"1170",2019,"50+","BMI","Women","Gallbladder",0.237663861269693,1221,291,"non_attributable_rate",8.38569752603338
"1171",2005,"50+","BMI","Women","Kidney",0.272929942655824,1788,488,"Rate",19.7
"1172",2006,"50+","BMI","Women","Kidney",0.276222685011671,2024,560,"Rate",22.1
"1173",2007,"50+","BMI","Women","Kidney",0.281870003851485,2062,582,"Rate",22.3
"1174",2008,"50+","BMI","Women","Kidney",0.286321429076759,2307,661,"Rate",24.7
"1175",2009,"50+","BMI","Women","Kidney",0.290193373380164,2329,676,"Rate",24.7
"1176",2010,"50+","BMI","Women","Kidney",0.293166723683278,2557,750,"Rate",26.7
"1177",2011,"50+","BMI","Women","Kidney",0.29264412229713,2598,761,"Rate",26.8
"1178",2012,"50+","BMI","Women","Kidney",0.292473255438911,2681,785,"Rate",27.2
"1179",2013,"50+","BMI","Women","Kidney",0.292436849343263,3038,889,"Rate",30.3
"1180",2014,"50+","BMI","Women","Kidney",0.295475800670474,3203,947,"Rate",31.4
"1181",2015,"50+","BMI","Women","Kidney",0.297977961196387,3098,924,"Rate",29.9
"1182",2016,"50+","BMI","Women","Kidney",0.299771363424809,3160,948,"Rate",29.9
"1183",2017,"50+","BMI","Women","Kidney",0.301229214930192,3264,984,"Rate",30.4
"1184",2018,"50+","BMI","Women","Kidney",0.299594143155366,3122,936,"Rate",28.7
"1185",2019,"50+","BMI","Women","Kidney",0.302429940493526,3419,1035,"Rate",31
"1186",2005,"50+","BMI","Women","Kidney",0.272929942655824,1788,488,"attributable_rate",5.37671987031974
"1187",2006,"50+","BMI","Women","Kidney",0.276222685011671,2024,560,"attributable_rate",6.10452133875793
"1188",2007,"50+","BMI","Women","Kidney",0.281870003851485,2062,582,"attributable_rate",6.28570108588812
"1189",2008,"50+","BMI","Women","Kidney",0.286321429076759,2307,661,"attributable_rate",7.07213929819595
"1190",2009,"50+","BMI","Women","Kidney",0.290193373380164,2329,676,"attributable_rate",7.16777632249006
"1191",2010,"50+","BMI","Women","Kidney",0.293166723683278,2557,750,"attributable_rate",7.82755152234351
"1192",2011,"50+","BMI","Women","Kidney",0.29264412229713,2598,761,"attributable_rate",7.84286247756307
"1193",2012,"50+","BMI","Women","Kidney",0.292473255438911,2681,785,"attributable_rate",7.95527254793837
"1194",2013,"50+","BMI","Women","Kidney",0.292436849343263,3038,889,"attributable_rate",8.86083653510086
"1195",2014,"50+","BMI","Women","Kidney",0.295475800670474,3203,947,"attributable_rate",9.27794014105288
"1196",2015,"50+","BMI","Women","Kidney",0.297977961196387,3098,924,"attributable_rate",8.90954103977198
"1197",2016,"50+","BMI","Women","Kidney",0.299771363424809,3160,948,"attributable_rate",8.96316376640178
"1198",2017,"50+","BMI","Women","Kidney",0.301229214930192,3264,984,"attributable_rate",9.15736813387784
"1199",2018,"50+","BMI","Women","Kidney",0.299594143155366,3122,936,"attributable_rate",8.598351908559
"1200",2019,"50+","BMI","Women","Kidney",0.302429940493526,3419,1035,"attributable_rate",9.37532815529931
"1201",2005,"50+","BMI","Women","Kidney",0.272929942655824,1788,488,"non_attributable_rate",14.3232801296803
"1202",2006,"50+","BMI","Women","Kidney",0.276222685011671,2024,560,"non_attributable_rate",15.9954786612421
"1203",2007,"50+","BMI","Women","Kidney",0.281870003851485,2062,582,"non_attributable_rate",16.0142989141119
"1204",2008,"50+","BMI","Women","Kidney",0.286321429076759,2307,661,"non_attributable_rate",17.627860701804
"1205",2009,"50+","BMI","Women","Kidney",0.290193373380164,2329,676,"non_attributable_rate",17.5322236775099
"1206",2010,"50+","BMI","Women","Kidney",0.293166723683278,2557,750,"non_attributable_rate",18.8724484776565
"1207",2011,"50+","BMI","Women","Kidney",0.29264412229713,2598,761,"non_attributable_rate",18.9571375224369
"1208",2012,"50+","BMI","Women","Kidney",0.292473255438911,2681,785,"non_attributable_rate",19.2447274520616
"1209",2013,"50+","BMI","Women","Kidney",0.292436849343263,3038,889,"non_attributable_rate",21.4391634648991
"1210",2014,"50+","BMI","Women","Kidney",0.295475800670474,3203,947,"non_attributable_rate",22.1220598589471
"1211",2015,"50+","BMI","Women","Kidney",0.297977961196387,3098,924,"non_attributable_rate",20.990458960228
"1212",2016,"50+","BMI","Women","Kidney",0.299771363424809,3160,948,"non_attributable_rate",20.9368362335982
"1213",2017,"50+","BMI","Women","Kidney",0.301229214930192,3264,984,"non_attributable_rate",21.2426318661222
"1214",2018,"50+","BMI","Women","Kidney",0.299594143155366,3122,936,"non_attributable_rate",20.101648091441
"1215",2019,"50+","BMI","Women","Kidney",0.302429940493526,3419,1035,"non_attributable_rate",21.6246718447007
"1216",2005,"50+","BMI","Women","Liver",0.209587993691193,914,192,"Rate",10.1
"1217",2006,"50+","BMI","Women","Liver",0.213635575229148,981,210,"Rate",10.7
"1218",2007,"50+","BMI","Women","Liver",0.220324538594386,1051,232,"Rate",11.4
"1219",2008,"50+","BMI","Women","Liver",0.225438225209048,1048,237,"Rate",11.2
"1220",2009,"50+","BMI","Women","Liver",0.228993719689536,1240,284,"Rate",13.1
"1221",2010,"50+","BMI","Women","Liver",0.23184190268452,1331,309,"Rate",13.9
"1222",2011,"50+","BMI","Women","Liver",0.231398741976445,1328,308,"Rate",13.7
"1223",2012,"50+","BMI","Women","Liver",0.231701636947979,1462,339,"Rate",14.8
"1224",2013,"50+","BMI","Women","Liver",0.231436408580746,1620,375,"Rate",16.2
"1225",2014,"50+","BMI","Women","Liver",0.234804975638607,1596,375,"Rate",15.6
"1226",2015,"50+","BMI","Women","Liver",0.237835602659058,1692,403,"Rate",16.3
"1227",2016,"50+","BMI","Women","Liver",0.240686057595064,1722,415,"Rate",16.3
"1228",2017,"50+","BMI","Women","Liver",0.242359700835371,1711,415,"Rate",16
"1229",2018,"50+","BMI","Women","Liver",0.240154240628693,1642,395,"Rate",15.1
"1230",2019,"50+","BMI","Women","Liver",0.242883715322732,1973,480,"Rate",17.9
"1231",2005,"50+","BMI","Women","Liver",0.209587993691193,914,192,"attributable_rate",2.11683873628105
"1232",2006,"50+","BMI","Women","Liver",0.213635575229148,981,210,"attributable_rate",2.28590065495188
"1233",2007,"50+","BMI","Women","Liver",0.220324538594386,1051,232,"attributable_rate",2.511699739976
"1234",2008,"50+","BMI","Women","Liver",0.225438225209048,1048,237,"attributable_rate",2.52490812234133
"1235",2009,"50+","BMI","Women","Liver",0.228993719689536,1240,284,"attributable_rate",2.99981772793293
"1236",2010,"50+","BMI","Women","Liver",0.23184190268452,1331,309,"attributable_rate",3.22260244731483
"1237",2011,"50+","BMI","Women","Liver",0.231398741976445,1328,308,"attributable_rate",3.1701627650773
"1238",2012,"50+","BMI","Women","Liver",0.231701636947979,1462,339,"attributable_rate",3.42918422683009
"1239",2013,"50+","BMI","Women","Liver",0.231436408580746,1620,375,"attributable_rate",3.74926981900809
"1240",2014,"50+","BMI","Women","Liver",0.234804975638607,1596,375,"attributable_rate",3.66295761996227
"1241",2015,"50+","BMI","Women","Liver",0.237835602659058,1692,403,"attributable_rate",3.87672032334264
"1242",2016,"50+","BMI","Women","Liver",0.240686057595064,1722,415,"attributable_rate",3.92318273879954
"1243",2017,"50+","BMI","Women","Liver",0.242359700835371,1711,415,"attributable_rate",3.87775521336593
"1244",2018,"50+","BMI","Women","Liver",0.240154240628693,1642,395,"attributable_rate",3.62632903349327
"1245",2019,"50+","BMI","Women","Liver",0.242883715322732,1973,480,"attributable_rate",4.34761850427691
"1246",2005,"50+","BMI","Women","Liver",0.209587993691193,914,192,"non_attributable_rate",7.98316126371895
"1247",2006,"50+","BMI","Women","Liver",0.213635575229148,981,210,"non_attributable_rate",8.41409934504812
"1248",2007,"50+","BMI","Women","Liver",0.220324538594386,1051,232,"non_attributable_rate",8.88830026002401
"1249",2008,"50+","BMI","Women","Liver",0.225438225209048,1048,237,"non_attributable_rate",8.67509187765867
"1250",2009,"50+","BMI","Women","Liver",0.228993719689536,1240,284,"non_attributable_rate",10.1001822720671
"1251",2010,"50+","BMI","Women","Liver",0.23184190268452,1331,309,"non_attributable_rate",10.6773975526852
"1252",2011,"50+","BMI","Women","Liver",0.231398741976445,1328,308,"non_attributable_rate",10.5298372349227
"1253",2012,"50+","BMI","Women","Liver",0.231701636947979,1462,339,"non_attributable_rate",11.3708157731699
"1254",2013,"50+","BMI","Women","Liver",0.231436408580746,1620,375,"non_attributable_rate",12.4507301809919
"1255",2014,"50+","BMI","Women","Liver",0.234804975638607,1596,375,"non_attributable_rate",11.9370423800377
"1256",2015,"50+","BMI","Women","Liver",0.237835602659058,1692,403,"non_attributable_rate",12.4232796766574
"1257",2016,"50+","BMI","Women","Liver",0.240686057595064,1722,415,"non_attributable_rate",12.3768172612005
"1258",2017,"50+","BMI","Women","Liver",0.242359700835371,1711,415,"non_attributable_rate",12.1222447866341
"1259",2018,"50+","BMI","Women","Liver",0.240154240628693,1642,395,"non_attributable_rate",11.4736709665067
"1260",2019,"50+","BMI","Women","Liver",0.242883715322732,1973,480,"non_attributable_rate",13.5523814957231
"1261",2005,"50+","BMI","Women","MultipleMyeloma",0.0891320449287203,1637,146,"Rate",18
"1262",2006,"50+","BMI","Women","MultipleMyeloma",0.0900732497393055,1651,149,"Rate",18.1
"1263",2007,"50+","BMI","Women","MultipleMyeloma",0.0917807035692612,1698,156,"Rate",18.4
"1264",2008,"50+","BMI","Women","MultipleMyeloma",0.0931904180959757,1871,175,"Rate",20.1
"1265",2009,"50+","BMI","Women","MultipleMyeloma",0.0947182457233479,1843,175,"Rate",19.6
"1266",2010,"50+","BMI","Women","MultipleMyeloma",0.0958619933482016,1849,178,"Rate",19.3
"1267",2011,"50+","BMI","Women","MultipleMyeloma",0.0956415794985777,1872,180,"Rate",19.3
"1268",2012,"50+","BMI","Women","MultipleMyeloma",0.0954226657267392,1974,189,"Rate",20.1
"1269",2013,"50+","BMI","Women","MultipleMyeloma",0.0954842428357866,2499,239,"Rate",25
"1270",2014,"50+","BMI","Women","MultipleMyeloma",0.0965077801920657,2530,245,"Rate",24.8
"1271",2015,"50+","BMI","Women","MultipleMyeloma",0.0972698913813303,2436,237,"Rate",23.5
"1272",2016,"50+","BMI","Women","MultipleMyeloma",0.0975915322067887,2508,245,"Rate",23.8
"1273",2017,"50+","BMI","Women","MultipleMyeloma",0.0980685793237184,2584,254,"Rate",24.1
"1274",2018,"50+","BMI","Women","MultipleMyeloma",0.0976433718638198,2533,248,"Rate",23.3
"1275",2019,"50+","BMI","Women","MultipleMyeloma",0.0987496695252665,2777,275,"Rate",25.1
"1276",2005,"50+","BMI","Women","MultipleMyeloma",0.0891320449287203,1637,146,"attributable_rate",1.60437680871697
"1277",2006,"50+","BMI","Women","MultipleMyeloma",0.0900732497393055,1651,149,"attributable_rate",1.63032582028143
"1278",2007,"50+","BMI","Women","MultipleMyeloma",0.0917807035692612,1698,156,"attributable_rate",1.68876494567441
"1279",2008,"50+","BMI","Women","MultipleMyeloma",0.0931904180959757,1871,175,"attributable_rate",1.87312740372911
"1280",2009,"50+","BMI","Women","MultipleMyeloma",0.0947182457233479,1843,175,"attributable_rate",1.85647761617762
"1281",2010,"50+","BMI","Women","MultipleMyeloma",0.0958619933482016,1849,178,"attributable_rate",1.85013647162029
"1282",2011,"50+","BMI","Women","MultipleMyeloma",0.0956415794985777,1872,180,"attributable_rate",1.84588248432255
"1283",2012,"50+","BMI","Women","MultipleMyeloma",0.0954226657267392,1974,189,"attributable_rate",1.91799558110746
"1284",2013,"50+","BMI","Women","MultipleMyeloma",0.0954842428357866,2499,239,"attributable_rate",2.38710607089467
"1285",2014,"50+","BMI","Women","MultipleMyeloma",0.0965077801920657,2530,245,"attributable_rate",2.39339294876323
"1286",2015,"50+","BMI","Women","MultipleMyeloma",0.0972698913813303,2436,237,"attributable_rate",2.28584244746126
"1287",2016,"50+","BMI","Women","MultipleMyeloma",0.0975915322067887,2508,245,"attributable_rate",2.32267846652157
"1288",2017,"50+","BMI","Women","MultipleMyeloma",0.0980685793237184,2584,254,"attributable_rate",2.36345276170161
"1289",2018,"50+","BMI","Women","MultipleMyeloma",0.0976433718638198,2533,248,"attributable_rate",2.275090564427
"1290",2019,"50+","BMI","Women","MultipleMyeloma",0.0987496695252665,2777,275,"attributable_rate",2.47861670508419
"1291",2005,"50+","BMI","Women","MultipleMyeloma",0.0891320449287203,1637,146,"non_attributable_rate",16.395623191283
"1292",2006,"50+","BMI","Women","MultipleMyeloma",0.0900732497393055,1651,149,"non_attributable_rate",16.4696741797186
"1293",2007,"50+","BMI","Women","MultipleMyeloma",0.0917807035692612,1698,156,"non_attributable_rate",16.7112350543256
"1294",2008,"50+","BMI","Women","MultipleMyeloma",0.0931904180959757,1871,175,"non_attributable_rate",18.2268725962709
"1295",2009,"50+","BMI","Women","MultipleMyeloma",0.0947182457233479,1843,175,"non_attributable_rate",17.7435223838224
"1296",2010,"50+","BMI","Women","MultipleMyeloma",0.0958619933482016,1849,178,"non_attributable_rate",17.4498635283797
"1297",2011,"50+","BMI","Women","MultipleMyeloma",0.0956415794985777,1872,180,"non_attributable_rate",17.4541175156775
"1298",2012,"50+","BMI","Women","MultipleMyeloma",0.0954226657267392,1974,189,"non_attributable_rate",18.1820044188925
"1299",2013,"50+","BMI","Women","MultipleMyeloma",0.0954842428357866,2499,239,"non_attributable_rate",22.6128939291053
"1300",2014,"50+","BMI","Women","MultipleMyeloma",0.0965077801920657,2530,245,"non_attributable_rate",22.4066070512368
"1301",2015,"50+","BMI","Women","MultipleMyeloma",0.0972698913813303,2436,237,"non_attributable_rate",21.2141575525387
"1302",2016,"50+","BMI","Women","MultipleMyeloma",0.0975915322067887,2508,245,"non_attributable_rate",21.4773215334784
"1303",2017,"50+","BMI","Women","MultipleMyeloma",0.0980685793237184,2584,254,"non_attributable_rate",21.7365472382984
"1304",2018,"50+","BMI","Women","MultipleMyeloma",0.0976433718638198,2533,248,"non_attributable_rate",21.024909435573
"1305",2019,"50+","BMI","Women","MultipleMyeloma",0.0987496695252665,2777,275,"non_attributable_rate",22.6213832949158
"1306",2005,"50+","BMI","Women","Pancreas",0.112168736317191,3238,364,"Rate",35.6
"1307",2006,"50+","BMI","Women","Pancreas",0.113414690419974,3339,379,"Rate",36.5
"1308",2007,"50+","BMI","Women","Pancreas",0.115647708285195,3332,386,"Rate",36.1
"1309",2008,"50+","BMI","Women","Pancreas",0.117474070975471,3477,409,"Rate",37.3
"1310",2009,"50+","BMI","Women","Pancreas",0.119365615053366,3568,426,"Rate",37.8
"1311",2010,"50+","BMI","Women","Pancreas",0.12078940961112,3566,431,"Rate",37.3
"1312",2011,"50+","BMI","Women","Pancreas",0.120519760735475,3694,446,"Rate",38.1
"1313",2012,"50+","BMI","Women","Pancreas",0.120284998670575,3809,459,"Rate",38.6
"1314",2013,"50+","BMI","Women","Pancreas",0.120343017485586,3990,481,"Rate",39.8
"1315",2014,"50+","BMI","Women","Pancreas",0.121653706601671,3985,485,"Rate",39
"1316",2015,"50+","BMI","Women","Pancreas",0.122653163645011,4122,506,"Rate",39.7
"1317",2016,"50+","BMI","Women","Pancreas",0.123146120102168,4080,503,"Rate",38.7
"1318",2017,"50+","BMI","Women","Pancreas",0.123762038013706,4226,524,"Rate",39.4
"1319",2018,"50+","BMI","Women","Pancreas",0.123180726398932,4173,515,"Rate",38.4
"1320",2019,"50+","BMI","Women","Pancreas",0.124556515086026,4387,547,"Rate",39.7
"1321",2005,"50+","BMI","Women","Pancreas",0.112168736317191,3238,364,"attributable_rate",3.993207012892
"1322",2006,"50+","BMI","Women","Pancreas",0.113414690419974,3339,379,"attributable_rate",4.13963620032904
"1323",2007,"50+","BMI","Women","Pancreas",0.115647708285195,3332,386,"attributable_rate",4.17488226909553
"1324",2008,"50+","BMI","Women","Pancreas",0.117474070975471,3477,409,"attributable_rate",4.38178284738508
"1325",2009,"50+","BMI","Women","Pancreas",0.119365615053366,3568,426,"attributable_rate",4.51202024901722
"1326",2010,"50+","BMI","Women","Pancreas",0.12078940961112,3566,431,"attributable_rate",4.50544497849477
"1327",2011,"50+","BMI","Women","Pancreas",0.120519760735475,3694,446,"attributable_rate",4.59180288402159
"1328",2012,"50+","BMI","Women","Pancreas",0.120284998670575,3809,459,"attributable_rate",4.64300094868418
"1329",2013,"50+","BMI","Women","Pancreas",0.120343017485586,3990,481,"attributable_rate",4.78965209592631
"1330",2014,"50+","BMI","Women","Pancreas",0.121653706601671,3985,485,"attributable_rate",4.74449455746516
"1331",2015,"50+","BMI","Women","Pancreas",0.122653163645011,4122,506,"attributable_rate",4.86933059670694
"1332",2016,"50+","BMI","Women","Pancreas",0.123146120102168,4080,503,"attributable_rate",4.76575484795389
"1333",2017,"50+","BMI","Women","Pancreas",0.123762038013706,4226,524,"attributable_rate",4.87622429774003
"1334",2018,"50+","BMI","Women","Pancreas",0.123180726398932,4173,515,"attributable_rate",4.73013989371898
"1335",2019,"50+","BMI","Women","Pancreas",0.124556515086026,4387,547,"attributable_rate",4.94489364891522
"1336",2005,"50+","BMI","Women","Pancreas",0.112168736317191,3238,364,"non_attributable_rate",31.606792987108
"1337",2006,"50+","BMI","Women","Pancreas",0.113414690419974,3339,379,"non_attributable_rate",32.360363799671
"1338",2007,"50+","BMI","Women","Pancreas",0.115647708285195,3332,386,"non_attributable_rate",31.9251177309045
"1339",2008,"50+","BMI","Women","Pancreas",0.117474070975471,3477,409,"non_attributable_rate",32.9182171526149
"1340",2009,"50+","BMI","Women","Pancreas",0.119365615053366,3568,426,"non_attributable_rate",33.2879797509828
"1341",2010,"50+","BMI","Women","Pancreas",0.12078940961112,3566,431,"non_attributable_rate",32.7945550215052
"1342",2011,"50+","BMI","Women","Pancreas",0.120519760735475,3694,446,"non_attributable_rate",33.5081971159784
"1343",2012,"50+","BMI","Women","Pancreas",0.120284998670575,3809,459,"non_attributable_rate",33.9569990513158
"1344",2013,"50+","BMI","Women","Pancreas",0.120343017485586,3990,481,"non_attributable_rate",35.0103479040737
"1345",2014,"50+","BMI","Women","Pancreas",0.121653706601671,3985,485,"non_attributable_rate",34.2555054425348
"1346",2015,"50+","BMI","Women","Pancreas",0.122653163645011,4122,506,"non_attributable_rate",34.8306694032931
"1347",2016,"50+","BMI","Women","Pancreas",0.123146120102168,4080,503,"non_attributable_rate",33.9342451520461
"1348",2017,"50+","BMI","Women","Pancreas",0.123762038013706,4226,524,"non_attributable_rate",34.52377570226
"1349",2018,"50+","BMI","Women","Pancreas",0.123180726398932,4173,515,"non_attributable_rate",33.669860106281
"1350",2019,"50+","BMI","Women","Pancreas",0.124556515086026,4387,547,"non_attributable_rate",34.7551063510848
"1351",2005,"50+","BMI","Women","Thyroid",0.0936959210509798,566,54,"Rate",6.2
"1352",2006,"50+","BMI","Women","Thyroid",0.0951993234692658,618,59,"Rate",6.8
"1353",2007,"50+","BMI","Women","Thyroid",0.0977810195844388,670,66,"Rate",7.3
"1354",2008,"50+","BMI","Women","Thyroid",0.0998234158841945,689,69,"Rate",7.4
"1355",2009,"50+","BMI","Women","Thyroid",0.101549493618117,752,77,"Rate",8
"1356",2010,"50+","BMI","Women","Thyroid",0.102891440770765,748,77,"Rate",7.8
"1357",2011,"50+","BMI","Women","Thyroid",0.102659186999716,805,83,"Rate",8.3
"1358",2012,"50+","BMI","Women","Thyroid",0.102615431779931,955,98,"Rate",9.7
"1359",2013,"50+","BMI","Women","Thyroid",0.102582441601064,1016,105,"Rate",10.1
"1360",2014,"50+","BMI","Women","Thyroid",0.103992626228865,1079,113,"Rate",10.6
"1361",2015,"50+","BMI","Women","Thyroid",0.105178200783747,1142,121,"Rate",11
"1362",2016,"50+","BMI","Women","Thyroid",0.106080766439783,1099,117,"Rate",10.4
"1363",2017,"50+","BMI","Women","Thyroid",0.106769777166344,1183,127,"Rate",11
"1364",2018,"50+","BMI","Women","Thyroid",0.105973199018707,1235,131,"Rate",11.4
