"year","sex","age_group","cancer_site","Rate","count"
2017,"Women","35-49","Lung",7,386
2018,"Women","35-49","Lung",8.3,456
2019,"Women","35-49","Lung",7.8,429
2001,"Women","35-49","Melanoma",16.3,865
2002,"Women","35-49","Melanoma",13.9,747
2003,"Women","35-49","Melanoma",15.8,865
2004,"Women","35-49","Melanoma",17.2,951
2005,"Women","35-49","Melanoma",18,1010
2006,"Women","35-49","Melanoma",19.8,1123
2007,"Women","35-49","Melanoma",19.1,1090
2008,"Women","35-49","Melanoma",21.7,1243
2009,"Women","35-49","Melanoma",21.4,1231
2010,"Women","35-49","Melanoma",21.8,1250
2011,"Women","35-49","Melanoma",21.6,1231
2012,"Women","35-49","Melanoma",22.7,1282
2013,"Women","35-49","Melanoma",23.2,1295
2014,"Women","35-49","Melanoma",24.3,1347
2015,"Women","35-49","Melanoma",23.5,1303
2016,"Women","35-49","Melanoma",24.7,1364
2017,"Women","35-49","Melanoma",22.4,1235
2018,"Women","35-49","Melanoma",24.2,1329
2019,"Women","35-49","Melanoma",24.1,1320
2001,"Women","35-49","MultipleMyeloma",1.2,61
2002,"Women","35-49","MultipleMyeloma",1.1,61
2003,"Women","35-49","MultipleMyeloma",0.9,52
2004,"Women","35-49","MultipleMyeloma",1.2,65
2005,"Women","35-49","MultipleMyeloma",1.2,62
2006,"Women","35-49","MultipleMyeloma",1.2,72
2007,"Women","35-49","MultipleMyeloma",1.2,68
2008,"Women","35-49","MultipleMyeloma",1.6,94
2009,"Women","35-49","MultipleMyeloma",1.5,83
2010,"Women","35-49","MultipleMyeloma",1.6,93
2011,"Women","35-49","MultipleMyeloma",1.6,91
2012,"Women","35-49","MultipleMyeloma",1.9,110
2013,"Women","35-49","MultipleMyeloma",2.5,137
2014,"Women","35-49","MultipleMyeloma",2.4,135
2015,"Women","35-49","MultipleMyeloma",2.2,119
2016,"Women","35-49","MultipleMyeloma",2.3,129
2017,"Women","35-49","MultipleMyeloma",2.6,143
2018,"Women","35-49","MultipleMyeloma",2.7,146
2019,"Women","35-49","MultipleMyeloma",2.5,135
2001,"Women","35-49","Non-Hodgkin Lymphoma",6.6,353
2002,"Women","35-49","Non-Hodgkin Lymphoma",6,323
2003,"Women","35-49","Non-Hodgkin Lymphoma",6.8,373
2004,"Women","35-49","Non-Hodgkin Lymphoma",7,383
2005,"Women","35-49","Non-Hodgkin Lymphoma",6.2,348
2006,"Women","35-49","Non-Hodgkin Lymphoma",6.3,359
2007,"Women","35-49","Non-Hodgkin Lymphoma",7.1,404
2008,"Women","35-49","Non-Hodgkin Lymphoma",6.6,376
2009,"Women","35-49","Non-Hodgkin Lymphoma",7.3,420
2010,"Women","35-49","Non-Hodgkin Lymphoma",7.4,424
2011,"Women","35-49","Non-Hodgkin Lymphoma",8.2,466
2012,"Women","35-49","Non-Hodgkin Lymphoma",7.5,428
2013,"Women","35-49","Non-Hodgkin Lymphoma",7,388
2014,"Women","35-49","Non-Hodgkin Lymphoma",7.2,399
2015,"Women","35-49","Non-Hodgkin Lymphoma",6.6,370
2016,"Women","35-49","Non-Hodgkin Lymphoma",7.1,390
2017,"Women","35-49","Non-Hodgkin Lymphoma",6.6,364
2018,"Women","35-49","Non-Hodgkin Lymphoma",5.9,325
2019,"Women","35-49","Non-Hodgkin Lymphoma",7.3,401
2001,"Women","35-49","Oesophagus",1.4,73
2002,"Women","35-49","Oesophagus",1.1,58
2003,"Women","35-49","Oesophagus",1.3,73
2004,"Women","35-49","Oesophagus",1.1,62
2005,"Women","35-49","Oesophagus",1.1,62
2006,"Women","35-49","Oesophagus",1.2,69
2007,"Women","35-49","Oesophagus",0.9,54
2008,"Women","35-49","Oesophagus",1.2,69
2009,"Women","35-49","Oesophagus",1,60
2010,"Women","35-49","Oesophagus",1,57
2011,"Women","35-49","Oesophagus",0.9,54
2012,"Women","35-49","Oesophagus",1.1,62
2013,"Women","35-49","Oesophagus",1.2,67
2014,"Women","35-49","Oesophagus",1,55
2015,"Women","35-49","Oesophagus",1,57
2016,"Women","35-49","Oesophagus",1,57
2017,"Women","35-49","Oesophagus",0.8,46
2018,"Women","35-49","Oesophagus",1.3,69
2019,"Women","35-49","Oesophagus",0.9,47
2001,"Women","35-49","Oral",3.8,202
2002,"Women","35-49","Oral",3.1,166
2003,"Women","35-49","Oral",3.7,200
2004,"Women","35-49","Oral",3.1,174
2005,"Women","35-49","Oral",3.6,201
2006,"Women","35-49","Oral",3.8,217
2007,"Women","35-49","Oral",3.9,221
2008,"Women","35-49","Oral",4.7,268
2009,"Women","35-49","Oral",4.6,262
2010,"Women","35-49","Oral",4.3,244
2011,"Women","35-49","Oral",3.9,224
2012,"Women","35-49","Oral",4.8,268
2013,"Women","35-49","Oral",4.5,253
2014,"Women","35-49","Oral",5,280
2015,"Women","35-49","Oral",5.1,281
2016,"Women","35-49","Oral",5.2,290
2017,"Women","35-49","Oral",4.9,272
2018,"Women","35-49","Oral",5.2,288
2019,"Women","35-49","Oral",4.9,271
2001,"Women","35-49","Ovary",12.8,679
2002,"Women","35-49","Ovary",12.6,677
2003,"Women","35-49","Ovary",12.7,695
2004,"Women","35-49","Ovary",12,662
2005,"Women","35-49","Ovary",12,672
2006,"Women","35-49","Ovary",12.8,723
2007,"Women","35-49","Ovary",13.5,773
2008,"Women","35-49","Ovary",13.3,764
2009,"Women","35-49","Ovary",13.2,756
2010,"Women","35-49","Ovary",13.6,779
2011,"Women","35-49","Ovary",13.8,784
2012,"Women","35-49","Ovary",14.3,805
2013,"Women","35-49","Ovary",14.2,791
2014,"Women","35-49","Ovary",14,776
2015,"Women","35-49","Ovary",13.8,764
2016,"Women","35-49","Ovary",14,774
2017,"Women","35-49","Ovary",12.9,712
2018,"Women","35-49","Ovary",13.8,759
2019,"Women","35-49","Ovary",12.7,697
2001,"Women","35-49","Pancreas",1.7,89
2002,"Women","35-49","Pancreas",1.9,102
2003,"Women","35-49","Pancreas",1.4,78
2004,"Women","35-49","Pancreas",1.4,76
2005,"Women","35-49","Pancreas",1.6,88
2006,"Women","35-49","Pancreas",2.1,121
2007,"Women","35-49","Pancreas",1.9,106
2008,"Women","35-49","Pancreas",1.8,106
2009,"Women","35-49","Pancreas",1.9,110
2010,"Women","35-49","Pancreas",2,115
2011,"Women","35-49","Pancreas",2.1,119
2012,"Women","35-49","Pancreas",2.3,127
2013,"Women","35-49","Pancreas",2.4,134
2014,"Women","35-49","Pancreas",2.1,114
2015,"Women","35-49","Pancreas",2.3,130
2016,"Women","35-49","Pancreas",2.3,128
2017,"Women","35-49","Pancreas",2.3,124
2018,"Women","35-49","Pancreas",2.5,136
2019,"Women","35-49","Pancreas",2.6,142
2001,"Women","35-49","Stomach",2.2,119
2002,"Women","35-49","Stomach",1.5,81
2003,"Women","35-49","Stomach",2,110
2004,"Women","35-49","Stomach",2,110
2005,"Women","35-49","Stomach",1.7,94
2006,"Women","35-49","Stomach",1.8,101
2007,"Women","35-49","Stomach",1.9,108
2008,"Women","35-49","Stomach",1.7,97
2009,"Women","35-49","Stomach",1.6,94
2010,"Women","35-49","Stomach",2,115
2011,"Women","35-49","Stomach",1.9,106
2012,"Women","35-49","Stomach",2,112
2013,"Women","35-49","Stomach",1.8,98
2014,"Women","35-49","Stomach",2,111
2015,"Women","35-49","Stomach",1.8,101
2016,"Women","35-49","Stomach",1.8,99
2017,"Women","35-49","Stomach",1.9,105
2018,"Women","35-49","Stomach",2,109
2019,"Women","35-49","Stomach",2.3,127
2001,"Women","35-49","Thyroid",4.5,241
2002,"Women","35-49","Thyroid",5,267
2003,"Women","35-49","Thyroid",4.7,258
2004,"Women","35-49","Thyroid",5.8,322
2005,"Women","35-49","Thyroid",5.8,327
2006,"Women","35-49","Thyroid",7.3,412
2007,"Women","35-49","Thyroid",7.8,447
2008,"Women","35-49","Thyroid",7.9,454
2009,"Women","35-49","Thyroid",7.9,452
2010,"Women","35-49","Thyroid",9.3,532
2011,"Women","35-49","Thyroid",10.1,573
2012,"Women","35-49","Thyroid",10.9,612
2013,"Women","35-49","Thyroid",12.1,676
2014,"Women","35-49","Thyroid",11,613
2015,"Women","35-49","Thyroid",12.3,681
2016,"Women","35-49","Thyroid",13.2,731
2017,"Women","35-49","Thyroid",13.1,721
2018,"Women","35-49","Thyroid",13.8,761
2019,"Women","35-49","Thyroid",14.1,774
2001,"Women","50-64","Bladder",8.3,360
2002,"Women","50-64","Bladder",7.3,321
2003,"Women","50-64","Bladder",8.1,358
2004,"Women","50-64","Bladder",7.2,320
2005,"Women","50-64","Bladder",7.4,335
2006,"Women","50-64","Bladder",8.4,384
2007,"Women","50-64","Bladder",6.8,316
2008,"Women","50-64","Bladder",7.5,352
2009,"Women","50-64","Bladder",7.1,337
2010,"Women","50-64","Bladder",7.7,368
2011,"Women","50-64","Bladder",6.9,334
2012,"Women","50-64","Bladder",7,340
2013,"Women","50-64","Bladder",6.8,335
2014,"Women","50-64","Bladder",5.7,282
2015,"Women","50-64","Bladder",5.2,264
2016,"Women","50-64","Bladder",5.9,303
2017,"Women","50-64","Bladder",6,316
2018,"Women","50-64","Bladder",5.7,306
2019,"Women","50-64","Bladder",5.9,322
2001,"Women","50-64","Brain and CNS",9.1,394
2002,"Women","50-64","Brain and CNS",9.8,431
2003,"Women","50-64","Brain and CNS",9.3,414
2004,"Women","50-64","Brain and CNS",9,406
2005,"Women","50-64","Brain and CNS",9,402
2006,"Women","50-64","Brain and CNS",9.6,440
2007,"Women","50-64","Brain and CNS",10.1,467
2008,"Women","50-64","Brain and CNS",10.2,475
2009,"Women","50-64","Brain and CNS",10.1,478
2010,"Women","50-64","Brain and CNS",10.3,494
2011,"Women","50-64","Brain and CNS",10.3,500
2012,"Women","50-64","Brain and CNS",9.5,460
2013,"Women","50-64","Brain and CNS",10.3,500
2014,"Women","50-64","Brain and CNS",9.3,464
2015,"Women","50-64","Brain and CNS",9.1,464
2016,"Women","50-64","Brain and CNS",9.5,489
2017,"Women","50-64","Brain and CNS",9.1,477
2018,"Women","50-64","Brain and CNS",9.1,489
2019,"Women","50-64","Brain and CNS",9.7,521
2001,"Women","50-64","Breast",301.5,13099
2002,"Women","50-64","Breast",302.1,13273
2003,"Women","50-64","Breast",315.4,13975
2004,"Women","50-64","Breast",313.6,14019
2005,"Women","50-64","Breast",302.4,13636
2006,"Women","50-64","Breast",297,13591
2007,"Women","50-64","Breast",296.5,13744
2008,"Women","50-64","Breast",312.8,14654
2009,"Women","50-64","Breast",305.8,14470
2010,"Women","50-64","Breast",300.5,14379
2011,"Women","50-64","Breast",298.4,14480
2012,"Women","50-64","Breast",295.4,14343
2013,"Women","50-64","Breast",303.9,14889
2014,"Women","50-64","Breast",302.8,15067
2015,"Women","50-64","Breast",297.9,15093
2016,"Women","50-64","Breast",298,15385
2017,"Women","50-64","Breast",294.6,15493
2018,"Women","50-64","Breast",297,15876
2019,"Women","50-64","Breast",303.4,16464
2001,"Women","50-64","Cervix",11.1,482
2002,"Women","50-64","Cervix",10.5,460
2003,"Women","50-64","Cervix",11.2,498
2004,"Women","50-64","Cervix",10.2,454
2005,"Women","50-64","Cervix",9.9,446
2006,"Women","50-64","Cervix",10.7,488
2007,"Women","50-64","Cervix",9.4,438
2008,"Women","50-64","Cervix",8.9,415
2009,"Women","50-64","Cervix",9.4,444
2010,"Women","50-64","Cervix",9.8,469
2011,"Women","50-64","Cervix",9.8,477
2012,"Women","50-64","Cervix",9.8,478
2013,"Women","50-64","Cervix",10,492
2014,"Women","50-64","Cervix",9,447
2015,"Women","50-64","Cervix",9.2,464
2016,"Women","50-64","Cervix",10.1,524
2017,"Women","50-64","Cervix",10.3,541
2018,"Women","50-64","Cervix",10.9,581
2019,"Women","50-64","Cervix",10.6,576
2001,"Women","50-64","Colorectum",58.5,2544
2002,"Women","50-64","Colorectum",55,2418
2003,"Women","50-64","Colorectum",55.5,2459
2004,"Women","50-64","Colorectum",58.8,2629
2005,"Women","50-64","Colorectum",59.9,2704
2006,"Women","50-64","Colorectum",59.6,2728
2007,"Women","50-64","Colorectum",65.6,3041
2008,"Women","50-64","Colorectum",67.8,3175
2009,"Women","50-64","Colorectum",65.9,3115
2010,"Women","50-64","Colorectum",65.9,3155
2011,"Women","50-64","Colorectum",69.2,3356
2012,"Women","50-64","Colorectum",67.9,3296
2013,"Women","50-64","Colorectum",65.9,3227
2014,"Women","50-64","Colorectum",66.5,3306
2015,"Women","50-64","Colorectum",68,3442
2016,"Women","50-64","Colorectum",63.2,3263
2017,"Women","50-64","Colorectum",65.4,3441
2018,"Women","50-64","Colorectum",67.3,3598
2019,"Women","50-64","Colorectum",68.9,3736
2001,"Women","50-64","Endometrium",42.2,1833
2002,"Women","50-64","Endometrium",40.8,1794
2003,"Women","50-64","Endometrium",46,2036
2004,"Women","50-64","Endometrium",44.8,2003
2005,"Women","50-64","Endometrium",47,2119
2006,"Women","50-64","Endometrium",48.7,2227
2007,"Women","50-64","Endometrium",52.9,2453
2008,"Women","50-64","Endometrium",51.7,2423
2009,"Women","50-64","Endometrium",51,2415
2010,"Women","50-64","Endometrium",53.4,2553
2011,"Women","50-64","Endometrium",52.1,2528
2012,"Women","50-64","Endometrium",50.7,2463
2013,"Women","50-64","Endometrium",52.2,2555
2014,"Women","50-64","Endometrium",53.7,2670
2015,"Women","50-64","Endometrium",50.4,2551
2016,"Women","50-64","Endometrium",51.8,2672
2017,"Women","50-64","Endometrium",51.6,2713
2018,"Women","50-64","Endometrium",52.7,2815
2019,"Women","50-64","Endometrium",51.5,2796
2001,"Women","50-64","Gallbladder",2.7,115
2002,"Women","50-64","Gallbladder",2.4,105
2003,"Women","50-64","Gallbladder",2.4,103
2004,"Women","50-64","Gallbladder",3.2,146
2005,"Women","50-64","Gallbladder",2.9,130
2006,"Women","50-64","Gallbladder",3.2,147
2007,"Women","50-64","Gallbladder",3.3,152
2008,"Women","50-64","Gallbladder",3.6,166
2009,"Women","50-64","Gallbladder",3.1,148
2010,"Women","50-64","Gallbladder",3.9,186
2011,"Women","50-64","Gallbladder",3.1,149
2012,"Women","50-64","Gallbladder",3.9,185
2013,"Women","50-64","Gallbladder",3.6,174
2014,"Women","50-64","Gallbladder",3.3,160
2015,"Women","50-64","Gallbladder",4,201
2016,"Women","50-64","Gallbladder",3.3,167
2017,"Women","50-64","Gallbladder",3.7,196
2018,"Women","50-64","Gallbladder",3.9,210
2019,"Women","50-64","Gallbladder",3.8,207
2001,"Women","50-64","Hodgkin Lymphoma",1.7,74
2002,"Women","50-64","Hodgkin Lymphoma",1.6,70
2003,"Women","50-64","Hodgkin Lymphoma",1.6,70
2004,"Women","50-64","Hodgkin Lymphoma",1.9,86
2005,"Women","50-64","Hodgkin Lymphoma",1.8,82
2006,"Women","50-64","Hodgkin Lymphoma",2,92
2007,"Women","50-64","Hodgkin Lymphoma",1.6,76
2008,"Women","50-64","Hodgkin Lymphoma",1.8,84
2009,"Women","50-64","Hodgkin Lymphoma",2.7,129
2010,"Women","50-64","Hodgkin Lymphoma",2.4,117
2011,"Women","50-64","Hodgkin Lymphoma",2.2,109
2012,"Women","50-64","Hodgkin Lymphoma",2.5,123
2013,"Women","50-64","Hodgkin Lymphoma",2.3,112
2014,"Women","50-64","Hodgkin Lymphoma",2.4,118
2015,"Women","50-64","Hodgkin Lymphoma",2.4,124
2016,"Women","50-64","Hodgkin Lymphoma",2.1,111
2017,"Women","50-64","Hodgkin Lymphoma",1.9,101
2018,"Women","50-64","Hodgkin Lymphoma",2,108
2019,"Women","50-64","Hodgkin Lymphoma",2.3,124
2001,"Women","50-64","Kaposi Sarcoma",0.1,4
2002,"Women","50-64","Kaposi Sarcoma",0,1
2003,"Women","50-64","Kaposi Sarcoma",0.1,4
2004,"Women","50-64","Kaposi Sarcoma",0,2
2005,"Women","50-64","Kaposi Sarcoma",0,2
2006,"Women","50-64","Kaposi Sarcoma",0.1,3
2007,"Women","50-64","Kaposi Sarcoma",0,0
2008,"Women","50-64","Kaposi Sarcoma",0.1,3
2009,"Women","50-64","Kaposi Sarcoma",0,2
2010,"Women","50-64","Kaposi Sarcoma",0.1,4
2011,"Women","50-64","Kaposi Sarcoma",0.1,4
2012,"Women","50-64","Kaposi Sarcoma",0,2
2013,"Women","50-64","Kaposi Sarcoma",0,1
2014,"Women","50-64","Kaposi Sarcoma",0,1
2015,"Women","50-64","Kaposi Sarcoma",0,2
2016,"Women","50-64","Kaposi Sarcoma",0,2
2017,"Women","50-64","Kaposi Sarcoma",0,1
2018,"Women","50-64","Kaposi Sarcoma",0.1,6
2019,"Women","50-64","Kaposi Sarcoma",0.1,5
2001,"Women","50-64","Kidney",10.3,448
2002,"Women","50-64","Kidney",10.4,456
2003,"Women","50-64","Kidney",10.9,483
2004,"Women","50-64","Kidney",11,490
2005,"Women","50-64","Kidney",11.1,501
2006,"Women","50-64","Kidney",12.8,584
2007,"Women","50-64","Kidney",13.3,615
2008,"Women","50-64","Kidney",14.4,676
2009,"Women","50-64","Kidney",15.1,716
2010,"Women","50-64","Kidney",16.2,774
2011,"Women","50-64","Kidney",15.8,766
2012,"Women","50-64","Kidney",15.7,762
2013,"Women","50-64","Kidney",16.8,824
2014,"Women","50-64","Kidney",17.3,860
2015,"Women","50-64","Kidney",16,813
2016,"Women","50-64","Kidney",16.9,871
2017,"Women","50-64","Kidney",17.5,919
2018,"Women","50-64","Kidney",16.6,889
2019,"Women","50-64","Kidney",18.2,988
2001,"Women","50-64","Larynx",2.5,108
2002,"Women","50-64","Larynx",2.3,100
2003,"Women","50-64","Larynx",2.5,111
2004,"Women","50-64","Larynx",2.1,92
2005,"Women","50-64","Larynx",2.4,106
2006,"Women","50-64","Larynx",2.6,120
2007,"Women","50-64","Larynx",2.3,107
2008,"Women","50-64","Larynx",2.4,113
2009,"Women","50-64","Larynx",2,97
2010,"Women","50-64","Larynx",2.4,114
2011,"Women","50-64","Larynx",2.2,108
2012,"Women","50-64","Larynx",2.7,133
2013,"Women","50-64","Larynx",2.1,101
2014,"Women","50-64","Larynx",2.1,103
2015,"Women","50-64","Larynx",2.3,115
2016,"Women","50-64","Larynx",1.9,96
2017,"Women","50-64","Larynx",2.1,111
2018,"Women","50-64","Larynx",1.8,95
2019,"Women","50-64","Larynx",1.8,97
2001,"Women","50-64","Leukaemia",10.3,447
2002,"Women","50-64","Leukaemia",10.6,465
2003,"Women","50-64","Leukaemia",10.4,461
2004,"Women","50-64","Leukaemia",11,491
2005,"Women","50-64","Leukaemia",10,451
2006,"Women","50-64","Leukaemia",11.6,532
2007,"Women","50-64","Leukaemia",10.7,494
2008,"Women","50-64","Leukaemia",11.9,558
2009,"Women","50-64","Leukaemia",12.4,587
2010,"Women","50-64","Leukaemia",12.6,605
2011,"Women","50-64","Leukaemia",13.7,664
2012,"Women","50-64","Leukaemia",12.2,590
2013,"Women","50-64","Leukaemia",13.9,683
2014,"Women","50-64","Leukaemia",13.1,652
2015,"Women","50-64","Leukaemia",14.3,725
2016,"Women","50-64","Leukaemia",12.3,633
2017,"Women","50-64","Leukaemia",13.1,691
2018,"Women","50-64","Leukaemia",11.5,616
2019,"Women","50-64","Leukaemia",12.2,661
2001,"Women","50-64","Liver",3.3,142
2002,"Women","50-64","Liver",3.1,138
2003,"Women","50-64","Liver",2.8,126
2004,"Women","50-64","Liver",3.3,148
2005,"Women","50-64","Liver",3.5,157
2006,"Women","50-64","Liver",4,183
2007,"Women","50-64","Liver",4.4,203
2008,"Women","50-64","Liver",4.4,206
2009,"Women","50-64","Liver",4.8,229
2010,"Women","50-64","Liver",5.3,253
2011,"Women","50-64","Liver",5.6,272
2012,"Women","50-64","Liver",5.6,274
2013,"Women","50-64","Liver",6.1,297
2014,"Women","50-64","Liver",5.1,254
2015,"Women","50-64","Liver",6,302
2016,"Women","50-64","Liver",6.5,334
2017,"Women","50-64","Liver",6.2,326
2018,"Women","50-64","Liver",5.9,316
2019,"Women","50-64","Liver",6.3,343
2001,"Women","50-64","Lung",61.2,2659
2002,"Women","50-64","Lung",60.4,2653
2003,"Women","50-64","Lung",60.4,2676
2004,"Women","50-64","Lung",62.5,2794
2005,"Women","50-64","Lung",66.4,2993
2006,"Women","50-64","Lung",67.5,3089
2007,"Women","50-64","Lung",69.6,3225
2008,"Women","50-64","Lung",71.8,3365
2009,"Women","50-64","Lung",72.2,3415
2010,"Women","50-64","Lung",71.1,3400
2011,"Women","50-64","Lung",72.1,3500
2012,"Women","50-64","Lung",72.2,3508
2013,"Women","50-64","Lung",72.3,3544
2014,"Women","50-64","Lung",70,3484
2015,"Women","50-64","Lung",70.8,3586
2016,"Women","50-64","Lung",67.8,3503
2017,"Women","50-64","Lung",69.4,3649
2018,"Women","50-64","Lung",66.5,3555
2019,"Women","50-64","Lung",66.8,3626
2001,"Women","50-64","Melanoma",22,956
2002,"Women","50-64","Melanoma",23.6,1035
2003,"Women","50-64","Melanoma",24.2,1073
2004,"Women","50-64","Melanoma",26.3,1176
2005,"Women","50-64","Melanoma",26.1,1176
2006,"Women","50-64","Melanoma",29.8,1365
2007,"Women","50-64","Melanoma",29.8,1383
2008,"Women","50-64","Melanoma",30.9,1449
2009,"Women","50-64","Melanoma",30.4,1440
2010,"Women","50-64","Melanoma",32.3,1546
2011,"Women","50-64","Melanoma",33.4,1623
2012,"Women","50-64","Melanoma",31.5,1528
2013,"Women","50-64","Melanoma",34.4,1686
2014,"Women","50-64","Melanoma",35,1742
2015,"Women","50-64","Melanoma",34.4,1744
2016,"Women","50-64","Melanoma",37.1,1915
2017,"Women","50-64","Melanoma",34.7,1827
2018,"Women","50-64","Melanoma",37.2,1991
2019,"Women","50-64","Melanoma",38.8,2103
2001,"Women","50-64","MultipleMyeloma",7,305
2002,"Women","50-64","MultipleMyeloma",6.9,305
2003,"Women","50-64","MultipleMyeloma",8,354
2004,"Women","50-64","MultipleMyeloma",7.3,328
2005,"Women","50-64","MultipleMyeloma",8,362
2006,"Women","50-64","MultipleMyeloma",7.9,363
2007,"Women","50-64","MultipleMyeloma",7.9,366
2008,"Women","50-64","MultipleMyeloma",9,424
2009,"Women","50-64","MultipleMyeloma",8.5,398
2010,"Women","50-64","MultipleMyeloma",8.3,400
2011,"Women","50-64","MultipleMyeloma",9.3,453
2012,"Women","50-64","MultipleMyeloma",8.7,419
2013,"Women","50-64","MultipleMyeloma",11.2,550
2014,"Women","50-64","MultipleMyeloma",10.6,523
2015,"Women","50-64","MultipleMyeloma",10.5,534
2016,"Women","50-64","MultipleMyeloma",10.7,557
2017,"Women","50-64","MultipleMyeloma",11,580
2018,"Women","50-64","MultipleMyeloma",11.2,596
2019,"Women","50-64","MultipleMyeloma",11.8,639
2001,"Women","50-64","Non-Hodgkin Lymphoma",21.8,950
2002,"Women","50-64","Non-Hodgkin Lymphoma",21,922
2003,"Women","50-64","Non-Hodgkin Lymphoma",22,978
2004,"Women","50-64","Non-Hodgkin Lymphoma",24.1,1074
2005,"Women","50-64","Non-Hodgkin Lymphoma",23,1036
2006,"Women","50-64","Non-Hodgkin Lymphoma",23.5,1074
2007,"Women","50-64","Non-Hodgkin Lymphoma",24,1111
2008,"Women","50-64","Non-Hodgkin Lymphoma",25.6,1199
2009,"Women","50-64","Non-Hodgkin Lymphoma",24.9,1178
2010,"Women","50-64","Non-Hodgkin Lymphoma",25.8,1237
2011,"Women","50-64","Non-Hodgkin Lymphoma",26,1263
2012,"Women","50-64","Non-Hodgkin Lymphoma",23.8,1155
2013,"Women","50-64","Non-Hodgkin Lymphoma",23.3,1144
2014,"Women","50-64","Non-Hodgkin Lymphoma",22,1096
2015,"Women","50-64","Non-Hodgkin Lymphoma",22,1115
2016,"Women","50-64","Non-Hodgkin Lymphoma",22.9,1184
2017,"Women","50-64","Non-Hodgkin Lymphoma",21.1,1108
2018,"Women","50-64","Non-Hodgkin Lymphoma",21.1,1130
2019,"Women","50-64","Non-Hodgkin Lymphoma",21.5,1164
2001,"Women","50-64","Oesophagus",8.5,371
2002,"Women","50-64","Oesophagus",8.1,356
2003,"Women","50-64","Oesophagus",7.5,331
2004,"Women","50-64","Oesophagus",8,358
2005,"Women","50-64","Oesophagus",9.1,412
2006,"Women","50-64","Oesophagus",8.9,409
2007,"Women","50-64","Oesophagus",8.7,405
2008,"Women","50-64","Oesophagus",9.1,426
2009,"Women","50-64","Oesophagus",8.6,408
2010,"Women","50-64","Oesophagus",8.4,403
2011,"Women","50-64","Oesophagus",9.4,456
2012,"Women","50-64","Oesophagus",9.2,446
2013,"Women","50-64","Oesophagus",8.8,432
2014,"Women","50-64","Oesophagus",8.2,406
2015,"Women","50-64","Oesophagus",8.3,423
2016,"Women","50-64","Oesophagus",8.2,422
2017,"Women","50-64","Oesophagus",7.3,382
2018,"Women","50-64","Oesophagus",7.6,405
2019,"Women","50-64","Oesophagus",7.8,424
2001,"Women","50-64","Oral",10.9,474
2002,"Women","50-64","Oral",10.1,444
2003,"Women","50-64","Oral",11.4,507
2004,"Women","50-64","Oral",11.9,533
2005,"Women","50-64","Oral",11.2,504
2006,"Women","50-64","Oral",12.6,578
2007,"Women","50-64","Oral",12.7,587
2008,"Women","50-64","Oral",13.6,636
2009,"Women","50-64","Oral",14.8,701
2010,"Women","50-64","Oral",15.9,761
2011,"Women","50-64","Oral",15.3,743
2012,"Women","50-64","Oral",16.3,793
2013,"Women","50-64","Oral",16,784
2014,"Women","50-64","Oral",16.2,806
2015,"Women","50-64","Oral",16.2,822
2016,"Women","50-64","Oral",16.9,871
2017,"Women","50-64","Oral",16.8,882
2018,"Women","50-64","Oral",17.8,953
2019,"Women","50-64","Oral",17.6,955
2001,"Women","50-64","Ovary",44.1,1916
2002,"Women","50-64","Ovary",42.2,1852
2003,"Women","50-64","Ovary",42,1860
2004,"Women","50-64","Ovary",39.7,1776
2005,"Women","50-64","Ovary",38.4,1734
2006,"Women","50-64","Ovary",39.4,1803
2007,"Women","50-64","Ovary",38,1760
2008,"Women","50-64","Ovary",35.9,1682
2009,"Women","50-64","Ovary",37.3,1767
2010,"Women","50-64","Ovary",35.4,1692
2011,"Women","50-64","Ovary",35.7,1734
2012,"Women","50-64","Ovary",34.1,1657
2013,"Women","50-64","Ovary",36.2,1773
2014,"Women","50-64","Ovary",33.8,1683
2015,"Women","50-64","Ovary",32.5,1647
2016,"Women","50-64","Ovary",32,1654
2017,"Women","50-64","Ovary",31,1632
2018,"Women","50-64","Ovary",30.3,1618
2019,"Women","50-64","Ovary",32.1,1742
2001,"Women","50-64","Pancreas",11.6,503
2002,"Women","50-64","Pancreas",11.6,508
2003,"Women","50-64","Pancreas",12.3,547
2004,"Women","50-64","Pancreas",13.7,614
2005,"Women","50-64","Pancreas",14,631
2006,"Women","50-64","Pancreas",13.1,598
2007,"Women","50-64","Pancreas",13,602
2008,"Women","50-64","Pancreas",13.1,616
2009,"Women","50-64","Pancreas",13.6,642
2010,"Women","50-64","Pancreas",13.8,662
2011,"Women","50-64","Pancreas",14.9,725
2012,"Women","50-64","Pancreas",14.7,713
2013,"Women","50-64","Pancreas",13.3,654
2014,"Women","50-64","Pancreas",14.7,732
2015,"Women","50-64","Pancreas",14.2,721
2016,"Women","50-64","Pancreas",12.5,646
2017,"Women","50-64","Pancreas",15.7,825
2018,"Women","50-64","Pancreas",14,746
2019,"Women","50-64","Pancreas",14.2,771
2001,"Women","50-64","Stomach",7.9,344
2002,"Women","50-64","Stomach",7.1,312
2003,"Women","50-64","Stomach",7.8,347
2004,"Women","50-64","Stomach",7.5,334
2005,"Women","50-64","Stomach",6.4,289
2006,"Women","50-64","Stomach",6.2,283
2007,"Women","50-64","Stomach",7.1,330
2008,"Women","50-64","Stomach",6.5,304
2009,"Women","50-64","Stomach",6.7,315
2010,"Women","50-64","Stomach",6.9,328
2011,"Women","50-64","Stomach",6,289
