"variable"	"age_group"	"sex"	"cancer_site"	"rate_type"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
BMI	50+	Women	Pancreas	attributable_rate	2017	4.73	4.68	NA	0.3500	1	1
BMI	50+	Women	Pancreas	attributable_rate	2018	4.57	4.70	NA	0.3500	1	1
BMI	50+	Women	Pancreas	attributable_rate	2019	4.78	4.71	NA	0.3500	1	1
BMI	20-49	Men	Pancreas	non_attributable_rate	2005	1.31	1.29	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2006	1.21	1.31	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2007	1.34	1.34	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2008	1.41	1.36	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2009	1.49	1.38	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2010	1.39	1.41	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2011	1.36	1.43	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2012	1.47	1.46	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2013	1.50	1.48	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2014	1.66	1.51	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2015	1.38	1.54	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2016	1.67	1.56	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2017	1.49	1.59	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2018	1.70	1.62	NA	1.7601*	0	0
BMI	20-49	Men	Pancreas	non_attributable_rate	2019	1.60	1.65	NA	1.7601*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2005	37.07	37.44	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2006	38.29	37.73	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2007	36.91	38.02	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2008	39.36	38.31	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2009	38.63	38.61	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2010	38.32	38.91	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2011	38.49	39.21	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2012	39.85	39.52	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2013	41.04	39.82	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2014	39.80	40.13	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2015	40.40	40.44	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2016	41.72	40.76	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2017	41.84	41.07	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2018	40.73	41.39	NA	0.7759*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2019	40.73	41.71	NA	0.7759*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2005	0.95	0.97	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2006	1.14	1.00	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2007	1.01	1.02	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2008	1.00	1.04	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2009	1.03	1.07	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2010	1.03	1.09	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2011	1.11	1.12	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2012	1.11	1.15	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2013	1.30	1.17	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2014	1.16	1.20	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2015	1.31	1.23	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2016	1.25	1.26	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2017	1.17	1.29	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2018	1.35	1.32	NA	2.3943*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2019	1.42	1.35	NA	2.3943*	0	0
BMI	50+	Women	Pancreas	non_attributable_rate	2005	30.47	30.37	NA	1.1477*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2006	31.04	30.72	NA	1.1477*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2007	30.66	31.07	NA	1.1477*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2008	31.57	31.43	NA	1.1477*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2009	32.07	31.79	NA	1.1477*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2010	31.55	32.16	NA	1.1477*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2011	32.28	32.52	NA	1.1477*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2012	32.79	32.90	NA	1.1477*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2013	33.74	33.28	Joinpoint 1	NA	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2014	33.17	33.28	NA	0.0095	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2015	33.77	33.28	NA	0.0095	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2016	32.98	33.28	NA	0.0095	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2017	33.62	33.29	NA	0.0095	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2018	32.65	33.29	NA	0.0095	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2019	33.62	33.29	NA	0.0095	1	1
BMI	20-49	Men	Pancreas	rate	2005	1.45	1.43	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2006	1.34	1.46	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2007	1.48	1.49	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2008	1.57	1.52	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2009	1.66	1.55	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2010	1.56	1.58	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2011	1.54	1.61	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2012	1.66	1.64	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2013	1.70	1.67	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2014	1.88	1.71	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2015	1.57	1.74	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2016	1.89	1.77	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2017	1.69	1.81	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2018	1.92	1.84	NA	1.9804*	0	0
BMI	20-49	Men	Pancreas	rate	2019	1.82	1.88	NA	1.9804*	0	0
BMI	50+	Men	Pancreas	rate	2005	41.97	42.39	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2006	43.44	42.85	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2007	42.01	43.31	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2008	44.89	43.78	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2009	44.27	44.25	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2010	44.10	44.73	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2011	44.53	45.22	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2012	46.21	45.70	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2013	47.78	46.20	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2014	46.25	46.70	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2015	47.04	47.20	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2016	48.68	47.71	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2017	49.17	48.23	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2018	47.97	48.75	NA	1.0799*	0	0
BMI	50+	Men	Pancreas	rate	2019	48.10	49.27	NA	1.0799*	0	0
BMI	20-49	Women	Pancreas	rate	2005	1.03	1.06	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2006	1.24	1.08	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2007	1.10	1.11	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2008	1.09	1.14	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2009	1.12	1.17	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2010	1.13	1.20	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2011	1.22	1.23	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2012	1.22	1.26	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2013	1.43	1.29	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2014	1.28	1.32	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2015	1.45	1.36	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2016	1.38	1.39	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2017	1.30	1.43	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2018	1.49	1.46	NA	2.5297*	0	0
BMI	20-49	Women	Pancreas	rate	2019	1.57	1.50	NA	2.5297*	0	0
BMI	50+	Women	Pancreas	rate	2005	34.30	34.24	NA	1.2713*	1	1
BMI	50+	Women	Pancreas	rate	2006	35.01	34.68	NA	1.2713*	1	1
BMI	50+	Women	Pancreas	rate	2007	34.67	35.12	NA	1.2713*	1	1
BMI	50+	Women	Pancreas	rate	2008	35.76	35.57	NA	1.2713*	1	1
BMI	50+	Women	Pancreas	rate	2009	36.38	36.02	NA	1.2713*	1	1
BMI	50+	Women	Pancreas	rate	2010	35.85	36.48	NA	1.2713*	1	1
BMI	50+	Women	Pancreas	rate	2011	36.70	36.94	NA	1.2713*	1	1
BMI	50+	Women	Pancreas	rate	2012	37.26	37.41	NA	1.2713*	1	1
BMI	50+	Women	Pancreas	rate	2013	38.36	37.89	Joinpoint 1	NA	1	1
BMI	50+	Women	Pancreas	rate	2014	37.75	37.91	NA	0.0527	1	1
BMI	50+	Women	Pancreas	rate	2015	38.49	37.93	NA	0.0527	1	1
BMI	50+	Women	Pancreas	rate	2016	37.61	37.95	NA	0.0527	1	1
BMI	50+	Women	Pancreas	rate	2017	38.35	37.97	NA	0.0527	1	1
BMI	50+	Women	Pancreas	rate	2018	37.22	37.99	NA	0.0527	1	1
BMI	50+	Women	Pancreas	rate	2019	38.41	38.01	NA	0.0527	1	1
BMI	20-49	Men	Thyroid	attributable_rate	2005	0.11	0.11	NA	4.9313	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2006	0.11	0.12	NA	4.9313	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2007	0.13	0.12	Joinpoint 1	NA	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2008	0.13	0.14	NA	15.2222*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2009	0.17	0.16	NA	15.2222*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2010	0.18	0.19	NA	15.2222*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2011	0.21	0.21	Joinpoint 2	NA	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2012	0.22	0.22	NA	3.7727*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2013	0.23	0.23	NA	3.7727*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2014	0.25	0.24	NA	3.7727*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2015	0.26	0.25	NA	3.7727*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2016	0.25	0.26	NA	3.7727*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2017	0.26	0.27	NA	3.7727*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2018	0.28	0.28	NA	3.7727*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2019	0.29	0.29	NA	3.7727*	2	2
BMI	50+	Men	Thyroid	attributable_rate	2005	0.28	0.30	NA	8.7935*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2006	0.34	0.32	NA	8.7935*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2007	0.38	0.35	NA	8.7935*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2008	0.35	0.38	NA	8.7935*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2009	0.40	0.42	NA	8.7935*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2010	0.50	0.45	NA	8.7935*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2011	0.48	0.49	NA	8.7935*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2012	0.53	0.54	NA	8.7935*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2013	0.59	0.58	Joinpoint 1	NA	1	1
BMI	50+	Men	Thyroid	attributable_rate	2014	0.62	0.60	NA	3.3926	1	1
BMI	50+	Men	Thyroid	attributable_rate	2015	0.60	0.62	NA	3.3926	1	1
BMI	50+	Men	Thyroid	attributable_rate	2016	0.61	0.65	NA	3.3926	1	1
BMI	50+	Men	Thyroid	attributable_rate	2017	0.71	0.67	NA	3.3926	1	1
BMI	50+	Men	Thyroid	attributable_rate	2018	0.72	0.69	NA	3.3926	1	1
BMI	50+	Men	Thyroid	attributable_rate	2019	0.69	0.71	NA	3.3926	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2005	0.34	0.35	NA	9.8788*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2006	0.41	0.38	NA	9.8788*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2007	0.43	0.42	NA	9.8788*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2008	0.46	0.46	NA	9.8788*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2009	0.49	0.51	NA	9.8788*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2010	0.55	0.56	NA	9.8788*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2011	0.61	0.61	NA	9.8788*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2012	0.69	0.67	NA	9.8788*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2013	0.76	0.74	Joinpoint 1	NA	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2014	0.74	0.77	NA	3.8922*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2015	0.79	0.80	NA	3.8922*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2016	0.87	0.83	NA	3.8922*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2017	0.86	0.86	NA	3.8922*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2018	0.89	0.90	NA	3.8922*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2019	0.93	0.93	NA	3.8922*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2005	0.58	0.60	NA	7.0587*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2006	0.64	0.64	NA	7.0587*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2007	0.71	0.68	NA	7.0587*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2008	0.74	0.73	NA	7.0587*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2009	0.80	0.78	NA	7.0587*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2010	0.80	0.84	NA	7.0587*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2011	0.85	0.90	NA	7.0587*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2012	0.99	0.96	NA	7.0587*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2013	1.04	1.03	NA	7.0587*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2014	1.10	1.10	Joinpoint 1	NA	1	1
BMI	50+	Women	Thyroid	attributable_rate	2015	1.16	1.13	NA	2.5300	1	1
BMI	50+	Women	Thyroid	attributable_rate	2016	1.11	1.16	NA	2.5300	1	1
BMI	50+	Women	Thyroid	attributable_rate	2017	1.18	1.19	NA	2.5300	1	1
BMI	50+	Women	Thyroid	attributable_rate	2018	1.21	1.22	NA	2.5300	1	1
BMI	50+	Women	Thyroid	attributable_rate	2019	1.28	1.25	NA	2.5300	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2005	1.40	1.28	NA	9.0856*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2006	1.32	1.40	NA	9.0856*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2007	1.50	1.53	NA	9.0856*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2008	1.55	1.67	NA	9.0856*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2009	1.88	1.82	NA	9.0856*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2010	1.96	1.98	NA	9.0856*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2011	2.21	2.16	Joinpoint 1	NA	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2012	2.28	2.24	NA	3.7219*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2013	2.33	2.33	NA	3.7219*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2014	2.48	2.41	NA	3.7219*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2015	2.53	2.50	NA	3.7219*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2016	2.51	2.60	NA	3.7219*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2017	2.60	2.69	NA	3.7219*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2018	2.86	2.79	NA	3.7219*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2019	2.93	2.90	NA	3.7219*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2005	2.75	2.93	NA	6.3598*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2006	3.25	3.11	NA	6.3598*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2007	3.59	3.31	NA	6.3598*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2008	3.29	3.52	NA	6.3598*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2009	3.61	3.75	NA	6.3598*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2010	4.37	3.98	NA	6.3598*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2011	4.08	4.24	NA	6.3598*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2012	4.46	4.51	NA	6.3598*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2013	4.84	4.79	NA	6.3598*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2014	5.21	5.10	Joinpoint 1	NA	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2015	4.98	5.17	NA	1.3739	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2016	4.99	5.24	NA	1.3739	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2017	5.57	5.31	NA	1.3739	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2018	5.60	5.38	NA	1.3739	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2019	5.28	5.46	NA	1.3739	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2005	4.75	4.98	NA	7.0899*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2006	5.67	5.33	NA	7.0899*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2007	5.81	5.71	NA	7.0899*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2008	6.10	6.11	NA	7.0899*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2009	6.36	6.55	NA	7.0899*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2010	6.98	7.01	NA	7.0899*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2011	7.43	7.51	NA	7.0899*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2012	8.13	8.04	NA	7.0899*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2013	8.83	8.61	Joinpoint 1	NA	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2014	8.56	8.90	NA	3.3848*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2015	9.08	9.21	NA	3.3848*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2016	9.95	9.52	NA	3.3848*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2017	9.82	9.84	NA	3.3848*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2018	10.14	10.17	NA	3.3848*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2019	10.44	10.52	NA	3.3848*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2005	5.63	5.67	NA	5.7753*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2006	6.09	6.00	NA	5.7753*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2007	6.58	6.34	NA	5.7753*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2008	6.69	6.71	NA	5.7753*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2009	7.15	7.10	NA	5.7753*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2010	7.04	7.51	NA	5.7753*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2011	7.49	7.94	NA	5.7753*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2012	8.74	8.40	NA	5.7753*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2013	9.14	8.88	NA	5.7753*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2014	9.52	9.40	Joinpoint 1	NA	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2015	9.91	9.59	NA	2.1019	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2016	9.34	9.80	NA	2.1019	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2017	9.91	10.00	NA	2.1019	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2018	10.23	10.21	NA	2.1019	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2019	10.61	10.43	NA	2.1019	1	1
BMI	20-49	Men	Thyroid	rate	2005	1.52	1.47	NA	3.2851	2	2
BMI	20-49	Men	Thyroid	rate	2006	1.43	1.52	NA	3.2851	2	2
BMI	20-49	Men	Thyroid	rate	2007	1.62	1.57	Joinpoint 1	NA	2	2
BMI	20-49	Men	Thyroid	rate	2008	1.69	1.75	NA	11.3999*	2	2
BMI	20-49	Men	Thyroid	rate	2009	2.05	1.95	NA	11.3999*	2	2
BMI	20-49	Men	Thyroid	rate	2010	2.15	2.17	NA	11.3999*	2	2
BMI	20-49	Men	Thyroid	rate	2011	2.42	2.42	Joinpoint 2	NA	2	2
BMI	20-49	Men	Thyroid	rate	2012	2.50	2.50	NA	3.4292*	2	2
BMI	20-49	Men	Thyroid	rate	2013	2.56	2.59	NA	3.4292*	2	2
BMI	20-49	Men	Thyroid	rate	2014	2.72	2.67	NA	3.4292*	2	2
BMI	20-49	Men	Thyroid	rate	2015	2.79	2.77	NA	3.4292*	2	2
BMI	20-49	Men	Thyroid	rate	2016	2.76	2.86	NA	3.4292*	2	2
BMI	20-49	Men	Thyroid	rate	2017	2.86	2.96	NA	3.4292*	2	2
BMI	20-49	Men	Thyroid	rate	2018	3.13	3.06	NA	3.4292*	2	2
BMI	20-49	Men	Thyroid	rate	2019	3.22	3.16	NA	3.4292*	2	2
BMI	50+	Men	Thyroid	rate	2005	3.04	3.23	NA	6.5574*	1	1
BMI	50+	Men	Thyroid	rate	2006	3.58	3.44	NA	6.5574*	1	1
BMI	50+	Men	Thyroid	rate	2007	3.97	3.66	NA	6.5574*	1	1
BMI	50+	Men	Thyroid	rate	2008	3.64	3.91	NA	6.5574*	1	1
BMI	50+	Men	Thyroid	rate	2009	4.01	4.16	NA	6.5574*	1	1
BMI	50+	Men	Thyroid	rate	2010	4.87	4.43	NA	6.5574*	1	1
BMI	50+	Men	Thyroid	rate	2011	4.56	4.72	NA	6.5574*	1	1
BMI	50+	Men	Thyroid	rate	2012	4.99	5.03	NA	6.5574*	1	1
BMI	50+	Men	Thyroid	rate	2013	5.43	5.36	NA	6.5574*	1	1
BMI	50+	Men	Thyroid	rate	2014	5.84	5.72	Joinpoint 1	NA	1	1
BMI	50+	Men	Thyroid	rate	2015	5.58	5.80	NA	1.5259	1	1
BMI	50+	Men	Thyroid	rate	2016	5.59	5.89	NA	1.5259	1	1
BMI	50+	Men	Thyroid	rate	2017	6.28	5.98	NA	1.5259	1	1
BMI	50+	Men	Thyroid	rate	2018	6.32	6.07	NA	1.5259	1	1
BMI	50+	Men	Thyroid	rate	2019	5.97	6.17	NA	1.5259	1	1
BMI	20-49	Women	Thyroid	rate	2005	5.08	5.33	NA	7.2902*	1	1
BMI	20-49	Women	Thyroid	rate	2006	6.07	5.71	NA	7.2902*	1	1
BMI	20-49	Women	Thyroid	rate	2007	6.24	6.13	NA	7.2902*	1	1
BMI	20-49	Women	Thyroid	rate	2008	6.57	6.58	NA	7.2902*	1	1
BMI	20-49	Women	Thyroid	rate	2009	6.85	7.06	NA	7.2902*	1	1
BMI	20-49	Women	Thyroid	rate	2010	7.54	7.57	NA	7.2902*	1	1
BMI	20-49	Women	Thyroid	rate	2011	8.05	8.12	NA	7.2902*	1	1
BMI	20-49	Women	Thyroid	rate	2012	8.83	8.72	NA	7.2902*	1	1
BMI	20-49	Women	Thyroid	rate	2013	9.59	9.35	Joinpoint 1	NA	1	1
BMI	20-49	Women	Thyroid	rate	2014	9.30	9.67	NA	3.4285*	1	1
BMI	20-49	Women	Thyroid	rate	2015	9.87	10.00	NA	3.4285*	1	1
BMI	20-49	Women	Thyroid	rate	2016	10.82	10.35	NA	3.4285*	1	1
BMI	20-49	Women	Thyroid	rate	2017	10.68	10.70	NA	3.4285*	1	1
BMI	20-49	Women	Thyroid	rate	2018	11.03	11.07	NA	3.4285*	1	1
BMI	20-49	Women	Thyroid	rate	2019	11.37	11.45	NA	3.4285*	1	1
BMI	50+	Women	Thyroid	rate	2005	6.20	6.26	NA	5.9019*	1	1
BMI	50+	Women	Thyroid	rate	2006	6.73	6.63	NA	5.9019*	1	1
BMI	50+	Women	Thyroid	rate	2007	7.30	7.03	NA	5.9019*	1	1
BMI	50+	Women	Thyroid	rate	2008	7.43	7.44	NA	5.9019*	1	1
BMI	50+	Women	Thyroid	rate	2009	7.95	7.88	NA	5.9019*	1	1
BMI	50+	Women	Thyroid	rate	2010	7.84	8.35	NA	5.9019*	1	1
BMI	50+	Women	Thyroid	rate	2011	8.35	8.84	NA	5.9019*	1	1
BMI	50+	Women	Thyroid	rate	2012	9.73	9.36	NA	5.9019*	1	1
BMI	50+	Women	Thyroid	rate	2013	10.18	9.91	NA	5.9019*	1	1
