"variable"	"age_group"	"sex"	"cancer_site"	"rate_type"	"year"	"incidence_rate"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
BMI	50+	Women	Gallbladder	non_attributable_rate	2019	8.39	8.47	NA	2.7221*	0	0
BMI	50+	Women	Kidney	Rate	2005	19.70	20.65	NA	4.5825*	1	1
BMI	50+	Women	Kidney	Rate	2006	22.10	21.59	NA	4.5825*	1	1
BMI	50+	Women	Kidney	Rate	2007	22.30	22.58	NA	4.5825*	1	1
BMI	50+	Women	Kidney	Rate	2008	24.70	23.62	NA	4.5825*	1	1
BMI	50+	Women	Kidney	Rate	2009	24.70	24.70	NA	4.5825*	1	1
BMI	50+	Women	Kidney	Rate	2010	26.70	25.83	NA	4.5825*	1	1
BMI	50+	Women	Kidney	Rate	2011	26.80	27.02	NA	4.5825*	1	1
BMI	50+	Women	Kidney	Rate	2012	27.20	28.25	NA	4.5825*	1	1
BMI	50+	Women	Kidney	Rate	2013	30.30	29.55	NA	4.5825*	1	1
BMI	50+	Women	Kidney	Rate	2014	31.40	30.90	Joinpoint 1	NA	1	1
BMI	50+	Women	Kidney	Rate	2015	29.90	30.66	NA	-0.7758	1	1
BMI	50+	Women	Kidney	Rate	2016	29.90	30.43	NA	-0.7758	1	1
BMI	50+	Women	Kidney	Rate	2017	30.40	30.19	NA	-0.7758	1	1
BMI	50+	Women	Kidney	Rate	2018	28.70	29.96	NA	-0.7758	1	1
BMI	50+	Women	Kidney	Rate	2019	31.00	29.72	NA	-0.7758	1	1
BMI	50+	Women	Kidney	attributable_rate	2005	5.38	5.45	NA	8.5750*	2	2
BMI	50+	Women	Kidney	attributable_rate	2006	6.10	5.92	NA	8.5750*	2	2
BMI	50+	Women	Kidney	attributable_rate	2007	6.29	6.42	NA	8.5750*	2	2
BMI	50+	Women	Kidney	attributable_rate	2008	7.07	6.98	Joinpoint 1	NA	2	2
BMI	50+	Women	Kidney	attributable_rate	2009	7.17	7.28	NA	4.4039*	2	2
BMI	50+	Women	Kidney	attributable_rate	2010	7.83	7.60	NA	4.4039*	2	2
BMI	50+	Women	Kidney	attributable_rate	2011	7.84	7.94	NA	4.4039*	2	2
BMI	50+	Women	Kidney	attributable_rate	2012	7.96	8.29	NA	4.4039*	2	2
BMI	50+	Women	Kidney	attributable_rate	2013	8.86	8.65	NA	4.4039*	2	2
BMI	50+	Women	Kidney	attributable_rate	2014	9.28	9.03	Joinpoint 2	NA	2	2
BMI	50+	Women	Kidney	attributable_rate	2015	8.91	9.03	NA	-0.0016	2	2
BMI	50+	Women	Kidney	attributable_rate	2016	8.96	9.03	NA	-0.0016	2	2
BMI	50+	Women	Kidney	attributable_rate	2017	9.16	9.03	NA	-0.0016	2	2
BMI	50+	Women	Kidney	attributable_rate	2018	8.60	9.03	NA	-0.0016	2	2
BMI	50+	Women	Kidney	attributable_rate	2019	9.38	9.03	NA	-0.0016	2	2
BMI	50+	Women	Kidney	non_attributable_rate	2005	14.32	14.93	NA	4.2383*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2006	16.00	15.57	NA	4.2383*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2007	16.01	16.23	NA	4.2383*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2008	17.63	16.91	NA	4.2383*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2009	17.53	17.63	NA	4.2383*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2010	18.87	18.38	NA	4.2383*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2011	18.96	19.16	NA	4.2383*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2012	19.24	19.97	NA	4.2383*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2013	21.44	20.82	NA	4.2383*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2014	22.12	21.70	Joinpoint 1	NA	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2015	20.99	21.50	NA	-0.8880	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2016	20.94	21.31	NA	-0.8880	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2017	21.24	21.12	NA	-0.8880	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2018	20.10	20.94	NA	-0.8880	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2019	21.62	20.75	NA	-0.8880	1	1
BMI	50+	Women	Liver	Rate	2005	10.10	10.08	NA	5.7582*	1	1
BMI	50+	Women	Liver	Rate	2006	10.70	10.66	NA	5.7582*	1	1
BMI	50+	Women	Liver	Rate	2007	11.40	11.28	NA	5.7582*	1	1
BMI	50+	Women	Liver	Rate	2008	11.20	11.93	NA	5.7582*	1	1
BMI	50+	Women	Liver	Rate	2009	13.10	12.61	NA	5.7582*	1	1
BMI	50+	Women	Liver	Rate	2010	13.90	13.34	NA	5.7582*	1	1
BMI	50+	Women	Liver	Rate	2011	13.70	14.11	NA	5.7582*	1	1
BMI	50+	Women	Liver	Rate	2012	14.80	14.92	NA	5.7582*	1	1
BMI	50+	Women	Liver	Rate	2013	16.20	15.78	Joinpoint 1	NA	1	1
BMI	50+	Women	Liver	Rate	2014	15.60	15.91	NA	0.8221	1	1
BMI	50+	Women	Liver	Rate	2015	16.30	16.04	NA	0.8221	1	1
BMI	50+	Women	Liver	Rate	2016	16.30	16.17	NA	0.8221	1	1
BMI	50+	Women	Liver	Rate	2017	16.00	16.30	NA	0.8221	1	1
BMI	50+	Women	Liver	Rate	2018	15.10	16.44	NA	0.8221	1	1
BMI	50+	Women	Liver	Rate	2019	17.90	16.57	NA	0.8221	1	1
BMI	50+	Women	Liver	attributable_rate	2005	2.12	2.16	NA	7.0771*	1	1
BMI	50+	Women	Liver	attributable_rate	2006	2.29	2.31	NA	7.0771*	1	1
BMI	50+	Women	Liver	attributable_rate	2007	2.51	2.47	NA	7.0771*	1	1
BMI	50+	Women	Liver	attributable_rate	2008	2.52	2.65	NA	7.0771*	1	1
BMI	50+	Women	Liver	attributable_rate	2009	3.00	2.83	NA	7.0771*	1	1
BMI	50+	Women	Liver	attributable_rate	2010	3.22	3.03	NA	7.0771*	1	1
BMI	50+	Women	Liver	attributable_rate	2011	3.17	3.25	NA	7.0771*	1	1
BMI	50+	Women	Liver	attributable_rate	2012	3.43	3.48	NA	7.0771*	1	1
BMI	50+	Women	Liver	attributable_rate	2013	3.75	3.72	Joinpoint 1	NA	1	1
BMI	50+	Women	Liver	attributable_rate	2014	3.66	3.77	NA	1.3000	1	1
BMI	50+	Women	Liver	attributable_rate	2015	3.88	3.82	NA	1.3000	1	1
BMI	50+	Women	Liver	attributable_rate	2016	3.92	3.87	NA	1.3000	1	1
BMI	50+	Women	Liver	attributable_rate	2017	3.88	3.92	NA	1.3000	1	1
BMI	50+	Women	Liver	attributable_rate	2018	3.63	3.97	NA	1.3000	1	1
BMI	50+	Women	Liver	attributable_rate	2019	4.35	4.02	NA	1.3000	1	1
BMI	50+	Women	Liver	non_attributable_rate	2005	7.98	7.93	NA	5.3830*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2006	8.41	8.35	NA	5.3830*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2007	8.89	8.80	NA	5.3830*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2008	8.68	9.28	NA	5.3830*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2009	10.10	9.78	NA	5.3830*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2010	10.68	10.30	NA	5.3830*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2011	10.53	10.86	NA	5.3830*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2012	11.37	11.44	NA	5.3830*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2013	12.45	12.06	Joinpoint 1	NA	1	1
BMI	50+	Women	Liver	non_attributable_rate	2014	11.94	12.14	NA	0.6645	1	1
BMI	50+	Women	Liver	non_attributable_rate	2015	12.42	12.22	NA	0.6645	1	1
BMI	50+	Women	Liver	non_attributable_rate	2016	12.38	12.30	NA	0.6645	1	1
BMI	50+	Women	Liver	non_attributable_rate	2017	12.12	12.38	NA	0.6645	1	1
BMI	50+	Women	Liver	non_attributable_rate	2018	11.47	12.46	NA	0.6645	1	1
BMI	50+	Women	Liver	non_attributable_rate	2019	13.55	12.55	NA	0.6645	1	1
BMI	50+	Women	MultipleMyeloma	Rate	2005	18.00	17.83	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2006	18.10	18.30	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2007	18.40	18.77	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2008	20.10	19.26	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2009	19.60	19.76	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2010	19.30	20.27	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2011	19.30	20.80	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2012	20.10	21.34	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2013	25.00	21.89	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2014	24.80	22.46	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2015	23.50	23.04	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2016	23.80	23.64	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2017	24.10	24.25	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2018	23.30	24.88	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	Rate	2019	25.10	25.53	NA	2.5947*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2005	1.60	1.62	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2006	1.63	1.67	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2007	1.69	1.73	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2008	1.87	1.78	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2009	1.86	1.84	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2010	1.85	1.90	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2011	1.85	1.96	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2012	1.92	2.03	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2013	2.39	2.10	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2014	2.39	2.16	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2015	2.29	2.23	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2016	2.32	2.31	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2017	2.36	2.38	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2018	2.28	2.46	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	attributable_rate	2019	2.48	2.54	NA	3.2597*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2005	16.40	16.21	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2006	16.47	16.62	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2007	16.71	17.04	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2008	18.23	17.47	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2009	17.74	17.91	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2010	17.45	18.37	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2011	17.45	18.83	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2012	18.18	19.31	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2013	22.61	19.79	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2014	22.41	20.29	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2015	21.21	20.81	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2016	21.48	21.33	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2017	21.74	21.87	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2018	21.02	22.42	NA	2.5257*	0	0
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2019	22.62	22.99	NA	2.5257*	0	0
BMI	50+	Women	Pancreas	Rate	2005	35.60	35.70	NA	1.1879*	1	1
BMI	50+	Women	Pancreas	Rate	2006	36.50	36.12	NA	1.1879*	1	1
BMI	50+	Women	Pancreas	Rate	2007	36.10	36.55	NA	1.1879*	1	1
BMI	50+	Women	Pancreas	Rate	2008	37.30	36.98	NA	1.1879*	1	1
BMI	50+	Women	Pancreas	Rate	2009	37.80	37.42	NA	1.1879*	1	1
BMI	50+	Women	Pancreas	Rate	2010	37.30	37.87	NA	1.1879*	1	1
BMI	50+	Women	Pancreas	Rate	2011	38.10	38.32	NA	1.1879*	1	1
BMI	50+	Women	Pancreas	Rate	2012	38.60	38.77	NA	1.1879*	1	1
BMI	50+	Women	Pancreas	Rate	2013	39.80	39.23	Joinpoint 1	NA	1	1
BMI	50+	Women	Pancreas	Rate	2014	39.00	39.21	NA	-0.0461	1	1
BMI	50+	Women	Pancreas	Rate	2015	39.70	39.20	NA	-0.0461	1	1
BMI	50+	Women	Pancreas	Rate	2016	38.70	39.18	NA	-0.0461	1	1
BMI	50+	Women	Pancreas	Rate	2017	39.40	39.16	NA	-0.0461	1	1
BMI	50+	Women	Pancreas	Rate	2018	38.40	39.14	NA	-0.0461	1	1
BMI	50+	Women	Pancreas	Rate	2019	39.70	39.12	NA	-0.0461	1	1
BMI	50+	Women	Pancreas	attributable_rate	2005	3.99	4.02	NA	2.4953*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2006	4.14	4.12	NA	2.4953*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2007	4.17	4.22	NA	2.4953*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2008	4.38	4.33	NA	2.4953*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2009	4.51	4.44	NA	2.4953*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2010	4.51	4.55	NA	2.4953*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2011	4.59	4.66	Joinpoint 1	NA	1	1
BMI	50+	Women	Pancreas	attributable_rate	2012	4.64	4.69	NA	0.6105*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2013	4.79	4.72	NA	0.6105*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2014	4.74	4.75	NA	0.6105*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2015	4.87	4.78	NA	0.6105*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2016	4.77	4.80	NA	0.6105*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2017	4.88	4.83	NA	0.6105*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2018	4.73	4.86	NA	0.6105*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2019	4.94	4.89	NA	0.6105*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2005	31.61	31.65	NA	1.0656*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2006	32.36	31.98	NA	1.0656*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2007	31.93	32.32	NA	1.0656*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2008	32.92	32.67	NA	1.0656*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2009	33.29	33.02	NA	1.0656*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2010	32.79	33.37	NA	1.0656*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2011	33.51	33.72	NA	1.0656*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2012	33.96	34.08	NA	1.0656*	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2013	35.01	34.45	Joinpoint 1	NA	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2014	34.26	34.42	NA	-0.0876	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2015	34.83	34.39	NA	-0.0876	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2016	33.93	34.36	NA	-0.0876	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2017	34.52	34.33	NA	-0.0876	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2018	33.67	34.30	NA	-0.0876	1	1
BMI	50+	Women	Pancreas	non_attributable_rate	2019	34.76	34.27	NA	-0.0876	1	1
BMI	50+	Women	Thyroid	Rate	2005	6.20	6.29	NA	5.7854*	1	1
BMI	50+	Women	Thyroid	Rate	2006	6.80	6.65	NA	5.7854*	1	1
BMI	50+	Women	Thyroid	Rate	2007	7.30	7.04	NA	5.7854*	1	1
BMI	50+	Women	Thyroid	Rate	2008	7.40	7.45	NA	5.7854*	1	1
BMI	50+	Women	Thyroid	Rate	2009	8.00	7.88	NA	5.7854*	1	1
BMI	50+	Women	Thyroid	Rate	2010	7.80	8.33	NA	5.7854*	1	1
BMI	50+	Women	Thyroid	Rate	2011	8.30	8.81	NA	5.7854*	1	1
BMI	50+	Women	Thyroid	Rate	2012	9.70	9.32	NA	5.7854*	1	1
BMI	50+	Women	Thyroid	Rate	2013	10.10	9.86	NA	5.7854*	1	1
BMI	50+	Women	Thyroid	Rate	2014	10.60	10.43	Joinpoint 1	NA	1	1
BMI	50+	Women	Thyroid	Rate	2015	11.00	10.66	NA	2.1574	1	1
BMI	50+	Women	Thyroid	Rate	2016	10.40	10.89	NA	2.1574	1	1
BMI	50+	Women	Thyroid	Rate	2017	11.00	11.12	NA	2.1574	1	1
BMI	50+	Women	Thyroid	Rate	2018	11.40	11.36	NA	2.1574	1	1
BMI	50+	Women	Thyroid	Rate	2019	11.80	11.61	NA	2.1574	1	1
BMI	50+	Women	Thyroid	attributable_rate	2005	0.58	0.60	NA	6.9367*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2006	0.65	0.64	NA	6.9367*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2007	0.71	0.69	NA	6.9367*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2008	0.74	0.73	NA	6.9367*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2009	0.81	0.78	NA	6.9367*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2010	0.80	0.84	NA	6.9367*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2011	0.85	0.90	NA	6.9367*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2012	1.00	0.96	NA	6.9367*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2013	1.04	1.03	NA	6.9367*	1	1
BMI	50+	Women	Thyroid	attributable_rate	2014	1.10	1.10	Joinpoint 1	NA	1	1
BMI	50+	Women	Thyroid	attributable_rate	2015	1.16	1.13	NA	2.5049	1	1
BMI	50+	Women	Thyroid	attributable_rate	2016	1.10	1.15	NA	2.5049	1	1
BMI	50+	Women	Thyroid	attributable_rate	2017	1.17	1.18	NA	2.5049	1	1
BMI	50+	Women	Thyroid	attributable_rate	2018	1.21	1.21	NA	2.5049	1	1
BMI	50+	Women	Thyroid	attributable_rate	2019	1.27	1.24	NA	2.5049	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2005	5.62	5.69	NA	5.6590*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2006	6.15	6.01	NA	5.6590*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2007	6.59	6.35	NA	5.6590*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2008	6.66	6.71	NA	5.6590*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2009	7.19	7.09	NA	5.6590*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2010	7.00	7.49	NA	5.6590*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2011	7.45	7.92	NA	5.6590*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2012	8.70	8.36	NA	5.6590*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2013	9.06	8.84	NA	5.6590*	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2014	9.50	9.34	Joinpoint 1	NA	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2015	9.84	9.53	NA	2.1131	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2016	9.30	9.74	NA	2.1131	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2017	9.83	9.94	NA	2.1131	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2018	10.19	10.15	NA	2.1131	1	1
BMI	50+	Women	Thyroid	non_attributable_rate	2019	10.53	10.37	NA	2.1131	1	1
